userName,condition,taskNumber,focus,ExperimentState,elapsedTime,headsetX,headsetY,headsetZ,ControllerLeftX,ControllerLeftY,ControllerLeftZ,ControllerRightX,ControllerRightY,ControllerRightZ,distance,taskID,kidney.rotation.eulerAngles.x,kidney.rotation.eulerAngles.y,kidney.rotation.eulerAngles.z,UnityEditor.TransformUtils.GetInspectorRotation(kidney).x,UnityEditor.TransformUtils.GetInspectorRotation(kidney).y,UnityEditor.TransformUtils.GetInspectorRotation(kidney).z,currentSliver.transform.position.x,currentSliver.transform.position.y,currentSliver.transform.position.z,currentTarget.transform.position.x,currentTarget.transform.position.y,currentTarget.transform.position.z,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,currentObjectRotationXInspector,currentObjectRotationYInspector,currentObjectRotationZInspector,targetRotationXInspector,targetRotationYInspector,targetRotationZInspector,angle,button,side,status
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,0.02,-0.9682205,1.093543,-0.3853978,-0.7339069,0,-0.5846611,-0.7339069,0,-0.5846611,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,1.928862,-0.9464072,1.107326,-0.370347,-0.6789087,0.8437246,-0.1916834,-0.6348967,0.8569592,-0.3702236,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,2.045344,-0.9477807,1.106403,-0.3660834,-0.6783654,0.8434982,-0.1943759,-0.6340414,0.8567185,-0.3721463,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,2.406541,-0.9471169,1.10643,-0.3680105,-0.6767262,0.843693,-0.2027714,-0.6336036,0.856535,-0.3762926,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,2.531122,-0.9473119,1.106039,-0.3687989,-0.6768044,0.843696,-0.2021595,-0.6338473,0.8568127,-0.3763793,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,2.663763,-0.9470128,1.106091,-0.3690693,-0.6774516,0.8440452,-0.2016733,-0.6336514,0.8565817,-0.377427,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,2.787457,-0.9467903,1.106047,-0.3686448,-0.6774322,0.8441132,-0.2019008,-0.6334739,0.8563589,-0.3771954,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,2.925797,-0.9465739,1.105835,-0.3684437,-0.6775777,0.8444971,-0.2017459,-0.6332173,0.8561673,-0.3776706,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,3.08215,-0.9459935,1.105484,-0.3684837,-0.6779451,0.8444355,-0.2010006,-0.6331518,0.8557397,-0.3775969,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
R_2fGLBSmDtaS5twp,Tabletop,0,Tutorial,Tutorial,3.215146,-0.9451805,1.105279,-0.3680099,-0.6782422,0.8447044,-0.2010057,-0.6328706,0.8551217,-0.377415,0.1782544,0,0,0,0,0,0,0,-0.6733921,1.123,-0.3135004,-0.6733922,1.123,-0.135246,0.1188363,0.1188363,0.1188363,6.403299E-06,-5.122639E-06,1.707546E-06,0,0,0,0,0,0,0,0,0,0,,,
