userName,taskNumber,focus,ExperimentState,elapsedTime,headsetX,headsetY,headsetZ,3DCameraXPos,3DCameraYPos,3DCameraZPos,3DCameraXRot,3DCameraYRot,3DCameraZRot,FOV,distance,taskID,currentSliver.transform.position.x,currentSliver.transform.position.y,currentSliver.transform.position.z,currentTarget.transform.position.x,currentTarget.transform.position.y,currentTarget.transform.position.z,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,currentObjectRotationXInspector,currentObjectRotationYInspector,currentObjectRotationZInspector,targetRotationXInspector,targetRotationYInspector,targetRotationZInspector,angle,mouseX,mouseY,button,side,status
Devansh,0,Tutorial,Tutorial,0.02,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,51,,,
Devansh,0,Tutorial,Tutorial,1.290694,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1138.773,674.0799,,,
Devansh,0,Tutorial,Tutorial,1.399072,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,847.478,578.3837,,,
Devansh,0,Tutorial,Tutorial,1.509039,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,1.618075,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,1.729891,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,1.837791,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,1.947283,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,2.052027,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,2.162226,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,2.271175,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,2.37824,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
Devansh,0,Tutorial,Tutorial,2.482931,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,826.4459,551.0419,,,
