userName,taskNumber,focus,ExperimentState,elapsedTime,headsetX,headsetY,headsetZ,3DCameraXPos,3DCameraYPos,3DCameraZPos,3DCameraXRot,3DCameraYRot,3DCameraZRot,distance,taskID,currentSliver.transform.position.x,currentSliver.transform.position.y,currentSliver.transform.position.z,currentTarget.transform.position.x,currentTarget.transform.position.y,currentTarget.transform.position.z,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,currentObjectRotationXInspector,currentObjectRotationYInspector,currentObjectRotationZInspector,targetRotationXInspector,targetRotationYInspector,targetRotationZInspector,angle,mouseX,mouseY,button,side,status
anditest,0,Tutorial,Tutorial,3.823752,-32.45,1.39,-4.16,4.594782,2.417018,-6.417317,12.44,-37.529,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,519.4267,627.5193,mouse,left,up
anditest,0,Tutorial,Tutorial,3.932003,-32.45,1.39,-4.16,4.594782,2.417018,-6.417317,12.44,-37.529,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,848.0706,633.473,,,
anditest,0,Tutorial,Tutorial,4.042295,-32.45,1.39,-4.16,4.594782,2.417018,-6.417317,12.44,-37.529,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.327,638.236,,,
anditest,0,Tutorial,Tutorial,4.072191,-32.45,1.39,-4.16,4.594782,2.417018,-6.417317,12.44,-37.529,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1140.992,638.236,mouse,left,down
anditest,0,Tutorial,Tutorial,4.152946,-32.45,1.39,-4.16,6.577819,2.353574,-4.235085,11.991,-58.483,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,806.3947,631.0915,,,
anditest,0,Tutorial,Tutorial,4.262782,-32.45,1.39,-4.16,7.619167,2.137279,1.795506,10.468,-102.665,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,275.3253,609.6582,,,
anditest,0,Tutorial,Tutorial,4.314279,-32.45,1.39,-4.16,7.516776,2.064346,2.249997,9.957001,-105.933,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,262.2271,607.2767,mouse,left,up
anditest,0,Tutorial,Tutorial,4.370778,-32.45,1.39,-4.16,7.516776,2.064346,2.249997,9.957001,-105.933,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,372.9658,607.2767,,,
anditest,0,Tutorial,Tutorial,4.478957,-32.45,1.39,-4.16,7.516776,2.064346,2.249997,9.957001,-105.933,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1046.924,642.9989,,,
anditest,0,Tutorial,Tutorial,4.580278,-32.45,1.39,-4.16,7.516776,2.064346,2.249997,9.957001,-105.933,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1211.246,645.3804,mouse,left,down
anditest,0,Tutorial,Tutorial,4.598269,-32.45,1.39,-4.16,7.510561,2.064125,2.271801,9.955001,-106.092,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.24,641.8082,,,
anditest,0,Tutorial,Tutorial,4.732953,-32.45,1.39,-4.16,6.299774,1.967453,4.797812,9.277,-125.812,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,377.7288,612.0397,,,
anditest,0,Tutorial,Tutorial,4.819564,-32.45,1.39,-4.16,0.705224,1.754644,8.159285,7.792,-172.694,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,295.5678,608.4675,mouse,left,up
anditest,0,Tutorial,Tutorial,4.843121,-32.45,1.39,-4.16,0.705224,1.754644,8.159285,7.792,-172.694,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,302.7122,609.6582,,,
anditest,0,Tutorial,Tutorial,4.951434,-32.45,1.39,-4.16,0.705224,1.754644,8.159285,7.792,-172.694,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,877.8391,638.236,,,
anditest,0,Tutorial,Tutorial,5.057514,-32.45,1.39,-4.16,0.705224,1.754644,8.159285,7.792,-172.694,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1289.835,646.5711,,,
anditest,0,Tutorial,Tutorial,5.098112,-32.45,1.39,-4.16,0.705224,1.754644,8.159285,7.792,-172.694,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1273.164,641.8082,mouse,left,down
anditest,0,Tutorial,Tutorial,5.167887,-32.45,1.39,-4.16,-2.10212,1.752328,8.034598,7.776,167.619,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,896.8909,632.2822,,,
anditest,0,Tutorial,Tutorial,5.278624,-32.45,1.39,-4.16,-7.670317,1.844958,3.694854,8.422,116.707,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,245.5568,620.3749,,,
anditest,0,Tutorial,Tutorial,5.346171,-32.45,1.39,-4.16,-7.863465,1.851099,3.281711,8.465,113.522,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,237.2216,620.3749,mouse,left,up
anditest,0,Tutorial,Tutorial,5.385362,-32.45,1.39,-4.16,-7.863465,1.851099,3.281711,8.465,113.522,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4697,621.5656,,,
anditest,0,Tutorial,Tutorial,5.493098,-32.45,1.39,-4.16,-7.863465,1.851099,3.281711,8.465,113.522,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,971.9073,638.236,,,
anditest,0,Tutorial,Tutorial,5.605207,-32.45,1.39,-4.16,-7.863465,1.851099,3.281711,8.465,113.522,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.137,639.4267,,,
anditest,0,Tutorial,Tutorial,5.605207,-32.45,1.39,-4.16,-7.863465,1.851099,3.281711,8.465,113.522,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.137,639.4267,mouse,left,down
anditest,0,Tutorial,Tutorial,5.715824,-32.45,1.39,-4.16,-8.309193,2.109735,-1.752015,10.277,77.553,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,574.2007,609.6582,,,
anditest,0,Tutorial,Tutorial,5.82137,-32.45,1.39,-4.16,-7.277601,2.308478,-4.211288,11.68,58.699,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,340.8159,592.9879,,,
anditest,0,Tutorial,Tutorial,5.84136,-32.45,1.39,-4.16,-6.976053,2.336552,-4.66367,11.876,54.861,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,340.8159,592.9879,mouse,left,up
anditest,0,Tutorial,Tutorial,5.932973,-32.45,1.39,-4.16,-6.976053,2.336552,-4.66367,11.876,54.861,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,636.1191,609.6582,,,
anditest,0,Tutorial,Tutorial,6.03889,-32.45,1.39,-4.16,-6.976053,2.336552,-4.66367,11.876,54.861,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1288.644,642.9989,,,
anditest,0,Tutorial,Tutorial,6.10317,-32.45,1.39,-4.16,-6.976053,2.336552,-4.66367,11.876,54.861,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.061,629.9008,mouse,left,down
anditest,0,Tutorial,Tutorial,6.150056,-32.45,1.39,-4.16,-5.337645,2.476261,-6.350028,12.861,38.173,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,995.7222,615.6119,,,
anditest,0,Tutorial,Tutorial,6.263968,-32.45,1.39,-4.16,1.375689,2.561641,-7.875796,13.465,-12.279,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0992,583.462,,,
anditest,0,Tutorial,Tutorial,6.329748,-32.45,1.39,-4.16,2.379275,2.556113,-7.589893,13.426,-19.695,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,290.8049,583.462,mouse,left,up
anditest,0,Tutorial,Tutorial,6.389761,-32.45,1.39,-4.16,2.379275,2.556113,-7.589893,13.426,-19.695,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,338.4344,587.0342,,,
anditest,0,Tutorial,Tutorial,6.494987,-32.45,1.39,-4.16,2.379275,2.556113,-7.589893,13.426,-19.695,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,918.3242,622.7563,,,
anditest,0,Tutorial,Tutorial,6.595008,-32.45,1.39,-4.16,2.379275,2.556113,-7.589893,13.426,-19.695,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1085.028,620.3749,mouse,left,down
anditest,0,Tutorial,Tutorial,6.611824,-32.45,1.39,-4.16,2.419602,2.548787,-7.577197,13.374,-19.995,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.022,613.2304,,,
anditest,0,Tutorial,Tutorial,6.746333,-32.45,1.39,-4.16,5.027848,2.394748,-6.06676,12.282,-41.47,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,243.1753,566.7916,,,
anditest,0,Tutorial,Tutorial,6.856257,-32.45,1.39,-4.16,7.792454,2.184874,0.5197831,10.803,-93.608,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,91.95152,563.2194,,,
anditest,0,Tutorial,Tutorial,6.856257,-32.45,1.39,-4.16,7.792454,2.184874,0.5197831,10.803,-93.608,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,91.95152,563.2194,mouse,left,up
anditest,0,Tutorial,Tutorial,6.963795,-32.45,1.39,-4.16,7.792454,2.184874,0.5197831,10.803,-93.608,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,670.6505,592.9879,,,
anditest,0,Tutorial,Tutorial,7.075099,-32.45,1.39,-4.16,7.792454,2.184874,0.5197831,10.803,-93.608,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1187.431,619.1841,,,
anditest,0,Tutorial,Tutorial,7.113482,-32.45,1.39,-4.16,7.792454,2.184874,0.5197831,10.803,-93.608,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1183.859,619.1841,mouse,left,down
anditest,0,Tutorial,Tutorial,7.187745,-32.45,1.39,-4.16,7.377566,2.071814,2.687157,10.009,-109.151,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,915.9427,607.2767,,,
anditest,0,Tutorial,Tutorial,7.295526,-32.45,1.39,-4.16,3.135737,1.840776,7.441432,8.392,-154.943,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,315.8104,577.5082,,,
anditest,0,Tutorial,Tutorial,7.342889,-32.45,1.39,-4.16,2.779486,1.828455,7.599737,8.307,-157.665,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,308.6659,577.5082,mouse,left,up
anditest,0,Tutorial,Tutorial,7.403813,-32.45,1.39,-4.16,2.779486,1.828455,7.599737,8.307,-157.665,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,380.1103,582.2712,,,
anditest,0,Tutorial,Tutorial,7.514688,-32.45,1.39,-4.16,2.779486,1.828455,7.599737,8.307,-157.665,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1252.922,603.7045,,,
anditest,0,Tutorial,Tutorial,7.615659,-32.45,1.39,-4.16,2.779486,1.828455,7.599737,8.307,-157.665,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.996,600.1323,mouse,left,down
anditest,0,Tutorial,Tutorial,7.633832,-32.45,1.39,-4.16,2.678967,1.820348,7.641535,8.25,-158.424,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1324.366,594.1786,,,
anditest,0,Tutorial,Tutorial,7.815099,-32.45,1.39,-4.16,-4.777455,1.809099,6.914233,8.173,147.282,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,317.0011,575.1268,,,
anditest,0,Tutorial,Tutorial,7.833775,-32.45,1.39,-4.16,-6.289934,1.833322,5.655529,8.344001,133.511,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,317.0011,575.1268,mouse,left,up
anditest,0,Tutorial,Tutorial,7.920812,-32.45,1.39,-4.16,-6.289934,1.833322,5.655529,8.344001,133.511,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,542.0507,573.936,,,
anditest,0,Tutorial,Tutorial,8.029861,-32.45,1.39,-4.16,-6.289934,1.833322,5.655529,8.344001,133.511,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1310.077,606.086,,,
anditest,0,Tutorial,Tutorial,8.080362,-32.45,1.39,-4.16,-6.289934,1.833322,5.655529,8.344001,133.511,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.505,604.8953,mouse,left,down
anditest,0,Tutorial,Tutorial,8.139796,-32.45,1.39,-4.16,-7.605821,1.946591,3.78556,9.133,117.477,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.744,592.9879,,,
anditest,0,Tutorial,Tutorial,8.249225,-32.45,1.39,-4.16,-7.726563,2.200437,-3.424933,10.913,65.08,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,357.4862,567.9824,,,
anditest,0,Tutorial,Tutorial,8.316816,-32.45,1.39,-4.16,-7.44769,2.204695,-3.970236,10.942,60.77,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,345.5788,567.9824,mouse,left,up
anditest,0,Tutorial,Tutorial,8.361298,-32.45,1.39,-4.16,-7.44769,2.204695,-3.970236,10.942,60.77,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,419.4046,572.7453,,,
anditest,0,Tutorial,Tutorial,8.467193,-32.45,1.39,-4.16,-7.44769,2.204695,-3.970236,10.942,60.77,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.777,642.9989,,,
