Anshul,Desktop,0,Tutorial,Tutorial,6.443008,-32.5935,1.970508,-2.479205,-4.424409,2.926631,-6.570166,-11.836,-98.48901,-5.518,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,741.25,549.25,mouse,scroll,down
Anshul,Desktop,0,Tutorial,Tutorial,6.48144,-32.5935,1.970508,-2.479205,-4.424409,2.926631,-6.570166,-11.836,-98.48901,-5.518,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,741.25,549.25,mouse,scroll,down
Anshul,Desktop,0,Tutorial,Tutorial,6.515695,-32.5935,1.970508,-2.479205,-4.424409,2.926631,-6.570166,-11.836,-98.48901,-5.518,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,741.25,549.25,mouse,scroll,down
Anshul,Desktop,0,Tutorial,Tutorial,6.554382,-32.5935,1.970508,-2.479205,-4.424409,2.926631,-6.570166,-11.836,-98.48901,-5.518,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,741.25,549.25,mouse,scroll,down
Anshul,Desktop,0,Tutorial,Tutorial,6.586197,-32.5935,1.970508,-2.479205,-4.424409,2.926631,-6.570166,-11.836,-98.48901,-5.518,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,741.25,549.25,mouse,scroll,down
Anshul,Desktop,0,Tutorial,Tutorial,6.630364,-32.5935,1.970508,-2.479205,-4.424409,2.926631,-6.570166,-11.836,-98.48901,-5.518,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,741.25,549.25,mouse,scroll,down
Anshul,Desktop,0,Tutorial,Tutorial,16.05855,-32.59037,1.963519,-2.462008,-4.436482,2.919208,-6.557775,-11.806,-98.61401,-5.593,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,89,mouse,left,down
Anshul,Desktop,0,Tutorial,Tutorial,17.26403,-32.59431,1.972392,-2.48574,-4.419676,2.928622,-6.574698,-11.629,-98.177,-5.807,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,951,7,mouse,left,up
Anshul,Desktop,0,Tutorial,Tutorial,22.27964,-32.58996,1.960592,-2.450871,-4.445128,2.916278,-6.550745,-12.131,-100.422,-5.065,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,50,mouse,left,down
Anshul,Desktop,0,Tutorial,Tutorial,23.54031,-32.58765,1.955438,-2.437059,-4.454896,2.910805,-6.54088,-12.162,-100.729,-5.007,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,95,mouse,left,up
