userName,condition,taskNumber,focus,ExperimentState,elapsedTime,headsetX,headsetY,headsetZ,3DCameraXPos,3DCameraYPos,3DCameraZPos,3DCameraXRot,3DCameraYRot,3DCameraZRot,FOV,distance,taskID,currentSliver.transform.position.x,currentSliver.transform.position.y,currentSliver.transform.position.z,currentTarget.transform.position.x,currentTarget.transform.position.y,currentTarget.transform.position.z,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,currentObjectRotationXInspector,currentObjectRotationYInspector,currentObjectRotationZInspector,targetRotationXInspector,targetRotationYInspector,targetRotationZInspector,angle,mouseX,mouseY,button,side,status
9-3-20 AndiTest,Desktop,1,Speed,Complexity,7.809187,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,308.6817,561.6077,mouse,left,up
9-3-20 AndiTest,Desktop,1,Speed,Complexity,7.865887,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,318.9711,569.8392,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,7.983185,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,991.8971,623.3441,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.09695,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1411.704,635.6913,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.215934,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1543.408,652.1544,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.325578,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1605.145,656.2701,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.445954,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1640.129,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.562572,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1642.187,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.674016,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1642.187,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.789495,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1642.187,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.812201,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1642.187,658.3279,mouse,left,down
9-3-20 AndiTest,Desktop,1,Speed,Complexity,8.90664,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,349.6722,0,350.9471,359.2726,9.168056,0,-10.328,0,-9.053,-0.7270001,9.168,16.47786,1636.013,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.018121,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,339.3447,0,350.9471,359.2726,9.168056,0,-20.655,0,-9.053,-0.7270001,9.168,24.29303,1629.839,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.133308,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,339.3447,0,350.9471,359.2726,9.168056,0,-20.655,0,-9.053,-0.7270001,9.168,24.29303,1629.839,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.249847,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,339.3447,0,350.9471,359.2726,9.168056,0,-20.655,0,-9.053,-0.7270001,9.168,24.29303,1629.839,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.368762,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,339.3447,0,350.9471,359.2726,9.168056,0,-20.655,0,-9.053,-0.7270001,9.168,24.29303,1629.839,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.479894,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,356.5573,0,350.9471,359.2726,9.168056,0,-3.443,0,-9.053,-0.7270001,9.168,13.30816,1640.129,654.2122,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.5935,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1642.187,654.2122,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.706046,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,0,0,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,1642.187,654.2122,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.824625,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1650.418,654.2122,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,9.943716,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1650.418,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.06093,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1650.418,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.17345,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1650.418,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.28333,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1650.418,658.3279,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.31272,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1650.418,658.3279,mouse,left,up
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.40241,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1646.302,680.9646,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.51904,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1633.955,722.1222,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.63464,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1629.839,742.7009,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.74558,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1629.839,742.7009,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.85536,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,0,13.77007,0,350.9471,359.2726,9.168056,0,13.77,0,-9.053,-0.7270001,9.168,18.81811,1629.839,744.7589,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.87399,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,340.995,13.77007,0,350.9471,359.2726,9.168056,-19.005,13.77,0,-9.053,-0.7270001,9.168,18.09943,1629.839,744.7589,mouse,left,down
9-3-20 AndiTest,Desktop,1,Speed,Complexity,10.96807,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,340.995,13.77007,0,350.9471,359.2726,9.168056,-19.005,13.77,0,-9.053,-0.7270001,9.168,18.09943,1629.839,744.7589,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,11.08282,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,334.1097,13.77007,2.372564E-07,350.9471,359.2726,9.168056,-25.89,13.77,0,-9.053,-0.7270001,9.168,22.25085,1625.723,744.7589,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,11.19413,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,334.1097,13.77007,2.372564E-07,350.9471,359.2726,9.168056,-25.89,13.77,0,-9.053,-0.7270001,9.168,22.25085,1625.723,744.7589,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,11.30624,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,334.1097,13.77007,2.372564E-07,350.9471,359.2726,9.168056,-25.89,13.77,0,-9.053,-0.7270001,9.168,22.25085,1625.723,744.7589,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,11.42811,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,358.2076,13.77007,1.334674E-08,350.9471,359.2726,9.168056,-1.792,13.77,0,-9.053,-0.7270001,9.168,17.91548,1640.129,744.7589,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,11.54309,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,8.535326,13.77007,0,350.9471,359.2726,9.168056,8.535001,13.77,0,-9.053,-0.7270001,9.168,24.48681,1646.302,746.8167,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,11.66564,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,8.535326,13.77007,0,350.9471,359.2726,9.168056,8.535001,13.77,0,-9.053,-0.7270001,9.168,24.48681,1646.302,746.8167,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,11.78121,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,8.535326,13.77007,0,350.9471,359.2726,9.168056,8.535001,13.77,0,-9.053,-0.7270001,9.168,24.48681,1646.302,746.8167,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,11.89462,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,1.650288,13.77007,0,350.9471,359.2726,9.168056,1.65,13.77,0,-9.053,-0.7270001,9.168,19.75593,1642.187,746.8167,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.01858,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,354.765,13.77007,0,350.9471,359.2726,9.168056,-5.235,13.77,0,-9.053,-0.7270001,9.168,16.58878,1638.071,742.7009,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.13108,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,354.765,13.77007,0,350.9471,359.2726,9.168056,-5.235,13.77,0,-9.053,-0.7270001,9.168,16.58878,1638.071,742.7009,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.25261,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1636.013,742.7009,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.34328,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1636.013,742.7009,mouse,left,up
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.37291,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1636.013,742.7009,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.49356,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1615.434,697.4276,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.61693,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1633.955,648.0386,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.73433,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1650.418,588.3601,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.85237,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1656.592,573.955,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,12.96935,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1650.418,569.8392,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.08889,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1633.955,555.4341,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.20063,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1633.955,555.4341,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.20063,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1633.955,555.4341,mouse,left,down
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.31755,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,0,350.9471,359.2726,9.168056,-8.677,13.77,0,-9.053,-0.7270001,9.168,15.90482,1633.955,555.4341,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.43729,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,339.3447,350.9471,359.2726,9.168056,-8.677,13.77,-20.655,-9.053,-0.7270001,9.168,31.01335,1621.608,553.3762,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.55777,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,339.3447,350.9471,359.2726,9.168056,-8.677,13.77,-20.655,-9.053,-0.7270001,9.168,31.01335,1621.608,553.3762,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.67214,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77007,346.2297,350.9471,359.2726,9.168056,-8.677,13.77,-13.77,-9.053,-0.7270001,9.168,25.12435,1625.723,553.3762,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.78278,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1638.071,559.5498,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.87881,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1638.071,567.7813,mouse,left,up
9-3-20 AndiTest,Desktop,1,Speed,Complexity,13.91254,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1617.492,596.5916,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,14.02288,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1323.215,845.5948,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,14.13537,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1238.842,915.5627,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,14.25573,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1226.495,979.3569,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,14.37238,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1226.495,985.5305,,,
9-3-20 AndiTest,Desktop,1,Speed,Complexity,14.42883,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1226.495,985.5305,mouse,left,down
9-3-20 AndiTest,Desktop,1,Speed,Complexity,14.48902,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,0.09866448,1,-0.3221777,0.538577,-0.02554035,-0.34,0.63,0.007,0.9388822,0.9388822,0.9388822,351.3225,13.77008,6.885038,350.9471,359.2726,9.168056,-8.677,13.77,6.885,-9.053,-0.7270001,9.168,14.3282,1226.495,985.5305,,,
