userName,taskNumber,focus,ExperimentState,elapsedTime,headsetX,headsetY,headsetZ,3DCameraXPos,3DCameraYPos,3DCameraZPos,3DCameraXRot,3DCameraYRot,3DCameraZRot,FOV,distance,taskID,currentSliver.transform.position.x,currentSliver.transform.position.y,currentSliver.transform.position.z,currentTarget.transform.position.x,currentTarget.transform.position.y,currentTarget.transform.position.z,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,currentObjectRotationXInspector,currentObjectRotationYInspector,currentObjectRotationZInspector,targetRotationXInspector,targetRotationYInspector,targetRotationZInspector,angle,mouseX,mouseY,button,side,status
Anshul,0,Tutorial,Tutorial,0.02,-32.4468,2.333458,-4.692776,-2.589667,3.251134,-7.82777,116.84,53.952,20.60899,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,-38,,,
Anshul,0,Tutorial,Tutorial,1.605681,-32.45005,2.334231,-4.692327,-2.59196,3.252508,-7.829817,117.222,53.30299,19.463,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,407,,,
Anshul,0,Tutorial,Tutorial,1.72056,-32.45109,2.334503,-4.691844,-2.592956,3.252973,-7.830254,117.323,53.09,19.23599,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,372,,,
Anshul,0,Tutorial,Tutorial,1.831669,-32.4511,2.33458,-4.691457,-2.593249,3.253052,-7.830003,117.345,53.05499,19.19299,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,283,,,
Anshul,0,Tutorial,Tutorial,1.943578,-32.45156,2.334845,-4.691617,-2.593384,3.253397,-7.830413,117.353,53.047,19.17699,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,253,,,
Anshul,0,Tutorial,Tutorial,2.055246,-32.45161,2.334713,-4.69152,-2.593505,3.253278,-7.830406,117.345,53.02699,19.15999,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,253,,,
Anshul,0,Tutorial,Tutorial,2.166774,-32.45125,2.334714,-4.691782,-2.593076,3.25321,-7.830302,117.381,53.05099,19.181,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,245,,,
Anshul,0,Tutorial,Tutorial,2.278302,-32.45178,2.334787,-4.691463,-2.593643,3.253382,-7.830484,117.366,52.98,19.11699,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,244,,,
Anshul,0,Tutorial,Tutorial,2.391412,-32.45179,2.33489,-4.691604,-2.593531,3.253485,-7.830569,117.395,52.98799,19.11699,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,244,,,
Anshul,0,Tutorial,Tutorial,2.506306,-32.4511,2.33476,-4.691873,-2.592906,3.253226,-7.830241,117.374,53.02999,19.174,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,244,,,
