userName,taskNumber,focus,ExperimentState,elapsedTime,headsetX,headsetY,headsetZ,3DCameraXPos,3DCameraYPos,3DCameraZPos,3DCameraXRot,3DCameraYRot,3DCameraZRot,distance,taskID,currentSliver.transform.position.x,currentSliver.transform.position.y,currentSliver.transform.position.z,currentTarget.transform.position.x,currentTarget.transform.position.y,currentTarget.transform.position.z,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,currentObjectRotationXInspector,currentObjectRotationYInspector,currentObjectRotationZInspector,targetRotationXInspector,targetRotationYInspector,targetRotationZInspector,angle,mouseX,mouseY,button,side,status
anditest,0,Tutorial,Tutorial,0.02,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,899,1140,,,
anditest,0,Tutorial,Tutorial,1.504334,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1094.553,604.8953,,,
anditest,0,Tutorial,Tutorial,1.626121,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1094.553,604.8953,,,
anditest,0,Tutorial,Tutorial,1.734901,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1094.553,604.8953,,,
anditest,0,Tutorial,Tutorial,1.842731,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1076.692,570.3638,,,
anditest,0,Tutorial,Tutorial,1.948073,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1061.213,522.7343,,,
anditest,0,Tutorial,Tutorial,2.057462,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1051.687,529.8787,,,
anditest,0,Tutorial,Tutorial,2.163465,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1052.878,564.4102,,,
anditest,0,Tutorial,Tutorial,2.532473,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.524,845.4244,,,
anditest,0,Tutorial,Tutorial,2.64151,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1199.339,900.1984,,,
anditest,0,Tutorial,Tutorial,2.816182,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1220.772,963.3076,,,
anditest,0,Tutorial,Tutorial,2.920631,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.153,970.452,,,
anditest,0,Tutorial,Tutorial,3.026723,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.153,972.8335,,,
anditest,0,Tutorial,Tutorial,3.142857,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.153,972.8335,,,
anditest,0,Tutorial,Tutorial,3.253814,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.153,972.8335,,,
