userName,condition,taskNumber,focus,ExperimentState,elapsedTime,mainCameraXPos,mainCameraYPos,mainCameraZPos,previewCameraXPos,previewCameraYPos,previewCameraZPos,previewCameraXRot,previewCameraYRot,previewCameraZRot,FOV,distance,taskID,currentSliver.transform.position.x,currentSliver.transform.position.y,currentSliver.transform.position.z,currentTarget.transform.position.x,currentTarget.transform.position.y,currentTarget.transform.position.z,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,currentObjectRotationXInspector,currentObjectRotationYInspector,currentObjectRotationZInspector,targetRotationXInspector,targetRotationYInspector,targetRotationZInspector,angle,mouseX,mouseY,button,side,status
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,2.733746,-23.53373,1.181093,-8.152459,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,2.847704,-20.26612,1.104533,-9.615608,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,2.964363,-17.26163,1.034138,-10.96093,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,3.101982,-13.69673,0.9506127,-12.5572,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,3.221578,-10.59312,0.8778954,-13.94691,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,3.339307,-7.619682,0.8082279,-15.27834,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,3.477846,-4.892712,0.7443353,-16.4994,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,3.600238,-1.92691,0.6748468,-17.8274,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,3.714962,-0.02717972,0.6303363,-18.67805,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,3.833788,1.625015,0.5916255,-19.41786,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,3.954607,2.564627,0.5696105,-19.83859,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.066145,2.66,0.567376,-19.8813,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.191286,2.66,0.567376,-19.8813,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.330424,2.66,0.567376,-19.8813,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.366714,2.66,0.567376,-19.8813,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,mouse,left,down
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.408167,2.66,0.567376,-19.8813,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,mainCameraAngle,frontToSide,pressed
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.449474,2.66,0.567376,-19.8813,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,mouse,left,up
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.486259,2.66,0.567376,-19.8813,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.600753,1.918594,0.5825308,-19.86085,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.717207,-1.446085,0.6516646,-19.75854,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.833182,-5.327278,0.7321677,-19.62038,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.206,977.299,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,4.979681,-10.15099,0.8334066,-19.41708,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,932.2186,1139.871,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,5.128222,-15.85712,0.9554754,-19.1151,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,578.2637,1512.347,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,5.268427,-21.9974,1.092098,-18.64994,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,547.3955,1520.579,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,5.387345,-25.06055,1.165836,-18.26925,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,543.2797,1487.653,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,5.503861,-26.80527,1.21561,-17.78404,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,541.2219,1450.611,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,5.624717,-28.15369,1.257269,-16.5717,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,541.2219,1450.611,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,5.747361,-29.29454,1.292514,-14.74256,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,535.0482,1471.19,,,
9-3-20 AndiTest,Desktop,0,Tutorial,Tutorial,5.871334,-30.28668,1.323166,-12.45174,-3.116133,2.326306,-7.624052,12.52,40.474,0,51,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,535.0482,1473.248,,,
