userName,taskNumber,focus,ExperimentState,elapsedTime,headsetX,headsetY,headsetZ,3DCameraXPos,3DCameraYPos,3DCameraZPos,3DCameraXRot,3DCameraYRot,3DCameraZRot,FOV,distance,taskID,currentSliver.transform.position.x,currentSliver.transform.position.y,currentSliver.transform.position.z,currentTarget.transform.position.x,currentTarget.transform.position.y,currentTarget.transform.position.z,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,currentObjectRotationXInspector,currentObjectRotationYInspector,currentObjectRotationZInspector,targetRotationXInspector,targetRotationYInspector,targetRotationZInspector,angle,mouseX,mouseY,button,side,status
Anshul,0,Tutorial,Tutorial,0.02,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,907,957,,,
Anshul,0,Tutorial,Tutorial,2.024018,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,2.146426,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,2.279124,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,2.410666,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,2.544589,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,2.678604,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,2.795201,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,2.913271,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,3.02492,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
Anshul,0,Tutorial,Tutorial,3.137277,-32.45,1.39,-4.16,-3.116133,2.326306,-7.624052,12.52,40.474,0,111.679,1.48804,0,-0.34,0.63,-1.48104,-0.34,0.63,0.007,0.9920264,0.9920264,0.9920264,0,0,0,0,0,0,0,0,0,0,0,0,0,919,990,,,
