userName,taskNumber,elapsedTime,headsetX,headsetY,headsetZ,ControllerLeftX,ControllerLeftY,ControllerLeftZ,ControllerRightX,ControllerRightY,ControllerRightZ,distance,taskID,objectName,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,button,side,status
Leo,0,0.02,-0.3180383,1.77719,0.4571838,0,0,1,0.37,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,2.390975,-0.3330387,1.772789,0.4447061,-0.504398,0.8393919,0.5530132,-0.1470095,0.8468228,0.6080099,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,2.502492,-0.3275021,1.778849,0.4290455,-0.502714,0.8396961,0.5533892,-0.1455707,0.8468236,0.6074791,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,2.8638,-0.3229139,1.778969,0.4267814,-0.5010588,0.8396205,0.5519067,-0.1436756,0.8465916,0.6068159,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,2.981817,-0.320193,1.777515,0.4264148,-0.4995388,0.8398923,0.5524099,-0.1423042,0.8464441,0.6058011,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,3.111974,-0.3162361,1.774138,0.4275566,-0.4977068,0.840274,0.5537933,-0.1402902,0.8460904,0.6041899,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,3.238005,-0.3116871,1.771574,0.4286898,-0.4964286,0.8406402,0.5546432,-0.1377481,0.846159,0.6031294,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,3.371569,-0.3097432,1.771071,0.4295958,-0.4955811,0.8409151,0.5554681,-0.1366997,0.84615,0.6027344,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,3.505854,-0.3094599,1.771665,0.4313495,-0.4945751,0.8414912,0.5559638,-0.1363812,0.8458221,0.6022911,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,3.639904,-0.3101388,1.772368,0.4326687,-0.4948209,0.8411766,0.5564522,-0.1361868,0.8452597,0.6025679,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,3.752182,-0.3113475,1.772994,0.4342176,-0.494616,0.8410408,0.5569712,-0.13627,0.8452289,0.6033144,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,4.110679,-0.3117006,1.773016,0.4359307,-0.4927389,0.8408583,0.5602031,-0.1346668,0.8455917,0.6050907,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,4.223973,-0.3119032,1.773073,0.4372506,-0.4926344,0.8413985,0.5616934,-0.1349366,0.8449013,0.6052133,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,4.415031,-0.3127301,1.77334,0.4371458,-0.4943273,0.8410642,0.5611174,-0.1357862,0.8452904,0.6056614,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,4.571856,-0.314469,1.77318,0.4368716,-0.4957875,0.8407688,0.5611495,-0.1370978,0.8457927,0.6068803,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,4.72296,-0.3139373,1.773458,0.4364551,-0.4946653,0.8406284,0.5605699,-0.1370267,0.8455473,0.6062273,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,4.862408,-0.3140127,1.772045,0.4371939,-0.4955388,0.8409936,0.560838,-0.1375678,0.84534,0.6048893,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,5.026577,-0.3136054,1.767952,0.4364003,-0.4976317,0.8408516,0.5606443,-0.1375773,0.8455323,0.6047478,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,5.237973,-0.3130524,1.764624,0.436914,-0.4971736,0.8414403,0.5617123,-0.1384487,0.8463018,0.6053711,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,5.393898,-0.3146281,1.765311,0.4372724,-0.4969943,0.8406225,0.559904,-0.1388751,0.8460082,0.6044778,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,5.516851,-0.3151785,1.765982,0.4378972,-0.4985136,0.8402235,0.5594088,-0.1389334,0.8460079,0.6046209,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,5.649724,-0.317066,1.767841,0.4381624,-0.4993823,0.8397574,0.5587728,-0.1395059,0.8458348,0.6041526,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,5.78369,-0.3183529,1.768815,0.4383614,-0.4992132,0.8399,0.5597327,-0.1389694,0.8456655,0.6035374,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,5.919226,-0.320806,1.774287,0.438555,-0.4975467,0.8403419,0.5605906,-0.1386799,0.845873,0.6038181,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,6.0542,-0.3217885,1.773686,0.4371253,-0.4974086,0.8399751,0.5597987,-0.1395071,0.8452321,0.6038033,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,6.196883,-0.3219239,1.77364,0.4371027,-0.4995227,0.8395897,0.5596225,-0.1396222,0.8459772,0.6046187,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Leo,0,6.334669,-0.3225329,1.773581,0.4372358,-0.498702,0.8393121,0.559688,-0.1389577,0.8459997,0.6048136,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
