Medina,0,Tutorial,Tutorial,46.36646,-0.5319434,1.67473,0.6384336,-0.5045804,1.475524,0.985626,-0.2547614,1.509452,0.9058535,0.1781963,0,-0.228,1.478,1.031804,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,4.268867E-07,-8.537734E-07,1.707547E-06,0,0,0,0,0,0,0,0,0,0,grab,right,down
Medina,0,Tutorial,Tutorial,49.40873,-0.5172102,1.664029,0.7422254,-0.5247953,1.458,1.037356,-0.2519758,1.508725,1.084747,0.001957366,0,-0.2267975,1.477871,1.21117,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,359.6602,359.3622,359.6779,0,0,0,-0.34,-0.638,-0.322,0,0,0,0.7813414,grab,right,up
Medina,0,Tutorial,Tutorial,50.64433,-0.6287037,1.615236,0.6408194,-0.5815677,1.514346,0.869634,-0.8073167,1.213811,0.9708246,0.001682897,0,-0.2267975,1.477871,1.21117,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,359.6602,359.3622,359.6779,0,0,0,-0.34,-0.638,-0.322,0,0,0,0.7922837,buzzer,none,pressed
Medina,1,Speed,Complexity,52.53179,-0.563373,1.687963,0.609125,-0.5609478,1.472204,0.9536017,-0.2730705,1.510126,0.8313644,0.2503235,1,-0.228,1.478,0.9596765,-0.228,1.478,1.21,0.1124334,0.1124334,0.1124334,8.537734E-07,-1.024528E-05,-7.633327E-14,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,grab,right,down
Medina,1,Speed,Complexity,54.95604,-0.516269,1.650629,0.7677349,-0.5570102,1.424474,1.046601,-0.2827798,1.481124,1.07837,0.004339166,1,-0.2307133,1.474777,1.207893,-0.228,1.478,1.21,0.1124334,0.1124334,0.1124334,351.6178,1.255423,8.255052,350.9471,359.2726,9.168056,-8.382,1.255,8.255,-9.053,-0.7270001,9.168,2.225878,grab,right,up
Medina,1,Speed,Complexity,56.55928,-0.63824,1.619664,0.6027197,-0.5968582,1.513498,0.8385854,-0.7901208,1.211416,0.9602624,0.004710166,1,-0.2307133,1.474777,1.207893,-0.228,1.478,1.21,0.1124334,0.1124334,0.1124334,351.6178,1.255423,8.255052,350.9471,359.2726,9.168056,-8.382,1.255,8.255,-9.053,-0.7270001,9.168,2.159481,buzzer,none,pressed
Medina,2,Accuracy,Complexity,57.97194,-0.6510106,1.62588,0.5671694,-0.5739108,1.542521,0.7844378,-0.8051127,1.164549,0.9221903,0.3224504,2,-0.228,1.478,0.8875496,-0.228,1.478,1.21,0.1060693,0.1060693,0.1060693,2.988207E-06,-3.841981E-06,-1.001874E-13,342.1334,357.0179,18.80498,0,0,0,-17.867,-2.982,18.805,25.71429,buzzer,none,pressed
Medina,3,SpeedShort,Complexity,59.52654,-0.6786861,1.637593,0.5366976,-0.5908157,1.564442,0.7562013,-0.808823,1.190731,0.9228927,0.3945777,3,-0.228,1.478,0.8154224,-0.228,1.478,1.21,0.0997051,0.0997051,0.0997051,1.707548E-06,-8.110851E-06,-8.537739E-07,333.8403,353.0194,29.41861,0,0,0,-26.16,-6.981,29.419,38.57142,buzzer,none,pressed
Medina,4,AccuracyShort,Complexity,60.90237,-0.6977659,1.636957,0.5410118,-0.6025252,1.557873,0.7495021,-0.7989497,1.206397,0.93919,0.4667047,4,-0.228,1.478,0.7432953,-0.228,1.478,1.21,0.09334094,0.09334094,0.09334094,2.56132E-06,-5.976414E-06,-1.335832E-13,326.438,346.9431,41.56289,0,0,0,-33.562,-13.057,41.563,51.42856,buzzer,none,pressed
Medina,5,SpeedShort,Complexity,64.87762,-0.635031,1.696986,0.4191772,-0.5891386,1.468183,0.8260344,-0.2942036,1.492673,0.5725821,0.5388318,5,-0.228,1.478,0.6711682,-0.228,1.478,1.21,0.08697679,0.08697679,0.08697679,1.707547E-06,-7.257077E-06,-3.415095E-06,320.4255,338.4552,55.74322,0,0,0,-39.575,-21.545,55.743,64.28571,grab,right,down
