userName,taskNumber,elapsedTime,headsetX,headsetY,headsetZ,ControllerLeftX,ControllerLeftY,ControllerLeftZ,ControllerRightX,ControllerRightY,ControllerRightZ,distance,taskID,objectName,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,button,side,status
Ellen,0,0.02,-0.2751237,1.469806,0.4965237,0,0,1,0.37,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,2.301743,-0.3132278,1.500883,0.4909378,-0.3845772,1.189813,0.8175405,-0.1857894,1.188948,0.8127108,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,2.671453,-0.3022546,1.507444,0.4532866,-0.3825123,1.189077,0.8145357,-0.1832381,1.190099,0.8076446,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,2.795098,-0.3005412,1.507644,0.4528047,-0.3846452,1.189798,0.8145589,-0.183251,1.191121,0.8071541,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,2.905784,-0.2986983,1.509473,0.4523386,-0.3849118,1.189423,0.8152691,-0.1834869,1.191623,0.8074934,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,3.020101,-0.2967949,1.514586,0.4523087,-0.3819642,1.189528,0.8161809,-0.1832454,1.191915,0.8089821,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,3.13861,-0.2958212,1.517998,0.451263,-0.3815678,1.190836,0.8173579,-0.1807745,1.191809,0.8098437,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,3.252123,-0.2959034,1.517658,0.4508073,-0.384042,1.191311,0.8193808,-0.1789294,1.191727,0.8119433,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,3.361336,-0.2977142,1.517903,0.4510537,-0.3846832,1.1919,0.8194039,-0.1793321,1.193411,0.8114988,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,3.473544,-0.3009969,1.518883,0.4508389,-0.3844955,1.191607,0.8192006,-0.180076,1.193523,0.8108634,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,3.587042,-0.304287,1.520336,0.4496952,-0.3848496,1.190514,0.8192601,-0.1801313,1.19241,0.8101517,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,3.716196,-0.3068379,1.520456,0.4479074,-0.3850097,1.189791,0.8191258,-0.1794102,1.192137,0.8093619,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,3.833591,-0.3082919,1.519852,0.4463207,-0.3848364,1.191137,0.8176023,-0.1800377,1.193784,0.8077809,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,4.163544,-0.3087615,1.519658,0.4454229,-0.3862748,1.192147,0.8146064,-0.1812826,1.196529,0.8040236,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,4.280895,-0.3111649,1.51884,0.4391913,-0.3858189,1.192697,0.8113452,-0.1815695,1.197687,0.8008515,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,4.459552,-0.3103489,1.518612,0.4375402,-0.3854624,1.194751,0.8083586,-0.18184,1.199889,0.7978656,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,4.580262,-0.3087619,1.518598,0.4345571,-0.3850961,1.195107,0.8070683,-0.1818613,1.200135,0.796802,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,4.764927,-0.3078491,1.518665,0.4339706,-0.3848168,1.195261,0.806746,-0.1816006,1.200112,0.7967144,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,4.931623,-0.3059219,1.518525,0.4346176,-0.3838907,1.196527,0.8080018,-0.1800175,1.201705,0.7976794,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,5.081992,-0.3018516,1.518323,0.4381183,-0.3835507,1.195797,0.8096861,-0.1800958,1.20133,0.7988366,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,5.255299,-0.3000872,1.518352,0.4401065,-0.3830805,1.195097,0.8108402,-0.1790438,1.200729,0.7994568,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,5.384236,-0.2978112,1.518355,0.4420246,-0.3820857,1.193823,0.8118258,-0.1780398,1.199126,0.8010033,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,5.552271,-0.2970719,1.517729,0.4443786,-0.3827747,1.193373,0.8135771,-0.1775748,1.198346,0.8027525,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,5.719126,-0.2969013,1.517293,0.4484619,-0.3841128,1.192414,0.8159208,-0.1778157,1.196645,0.8053607,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,5.87285,-0.2958936,1.517601,0.4512053,-0.3857837,1.191535,0.8181643,-0.1793196,1.195951,0.8074998,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,5.998685,-0.2963092,1.517667,0.4532976,-0.3863886,1.190448,0.8202488,-0.1796967,1.194843,0.8095895,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,6.132558,-0.2966883,1.518162,0.4547628,-0.3858856,1.190467,0.8216876,-0.1795548,1.194121,0.8106691,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,6.269765,-0.2956662,1.516809,0.4557952,-0.3858761,1.189997,0.8220443,-0.1797603,1.193495,0.8114518,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,6.400711,-0.2953665,1.514837,0.4573,-0.3870159,1.19063,0.821887,-0.1800798,1.194001,0.8111897,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,6.532702,-0.2955351,1.512515,0.4588565,-0.3876519,1.191944,0.8209321,-0.1802433,1.194398,0.8108038,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,6.667824,-0.295951,1.508115,0.459175,-0.3881195,1.191927,0.8208457,-0.1803469,1.194764,0.8107276,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,6.801278,-0.2961097,1.504548,0.4599172,-0.3879502,1.19206,0.8202913,-0.1814356,1.19463,0.8102732,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,6.934912,-0.2955551,1.504444,0.4607759,-0.3881075,1.193943,0.818519,-0.1811962,1.196596,0.8083812,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,7.070552,-0.2951464,1.503513,0.4603392,-0.3883733,1.193936,0.8174019,-0.1797649,1.197102,0.8073608,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,7.203387,-0.294809,1.503837,0.4586596,-0.3885313,1.194869,0.8150401,-0.1799349,1.197679,0.804704,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Ellen,0,7.337958,-0.2948958,1.505487,0.4555408,-0.3881755,1.195073,0.8126456,-0.1810222,1.198548,0.8018553,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
