userName,taskNumber,elapsedTime,headsetX,headsetY,headsetZ,ControllerLeftX,ControllerLeftY,ControllerLeftZ,ControllerRightX,ControllerRightY,ControllerRightZ,distance,taskID,objectName,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,button,side,status
Matt,0,0.02,-0.4051578,1.637487,0.6401781,0,0,1,0.37,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,2.123037,-0.3992587,1.625244,0.6352869,-0.5041701,1.245332,0.8533287,-0.318312,1.261623,0.8377111,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,2.41116,-0.3754995,1.627003,0.6325327,-0.4906521,1.248599,0.8579677,-0.3035093,1.265683,0.8382782,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,2.533692,-0.3746082,1.626068,0.6296412,-0.4881571,1.249933,0.8567301,-0.3001004,1.267944,0.8365901,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,2.675733,-0.3743247,1.624525,0.6273357,-0.4876603,1.250215,0.8548365,-0.3007553,1.268005,0.8338147,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,2.796843,-0.3742424,1.623393,0.6230381,-0.4875701,1.249937,0.8517112,-0.2995718,1.267135,0.8297505,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,2.916034,-0.3741171,1.623641,0.6197643,-0.4863974,1.25021,0.8486435,-0.3005393,1.266856,0.8260614,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,3.033854,-0.374374,1.623828,0.6184319,-0.4868395,1.250333,0.8454624,-0.3004007,1.266601,0.8223419,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,3.16678,-0.3752527,1.623575,0.6149712,-0.486142,1.250207,0.8421681,-0.3003265,1.26578,0.8192983,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,3.304901,-0.3768857,1.623179,0.613181,-0.485898,1.249812,0.8398786,-0.2992975,1.265706,0.815495,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
Matt,0,3.585063,-0.377516,1.623048,0.6125314,-0.4860209,1.250092,0.8394088,-0.2989727,1.265621,0.8138773,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,
