Medina,Standup,0,Tutorial,Tutorial,22.81313,-0.7072443,0.7686397,1.300076,-0.8259373,1.165805,0.4588734,-1.065413,0.7897638,0.3586025,2.031834,0,1.629,1.508392,0.3859999,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,24.00846,272.1427,57.86022,0,0,0,24.009,-87.857,57.86,0,0,0,113.7118,menu,LeftHand,down
Medina,Standup,0,Tutorial,Tutorial,22.93979,-0.7070881,0.7685471,1.3,-0.8257236,1.166808,0.459661,-1.06491,0.7902428,0.3588271,2.031834,0,1.629,1.508392,0.3860001,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,19.26468,278.2134,55.14061,0,0,0,19.265,-81.787,55.141,0,0,0,109.8897,menu,LeftHand,up
Medina,Standup,0,Tutorial,Tutorial,24.99975,-0.7052647,0.7688953,1.299196,-0.835883,1.169491,0.4786134,-1.065066,0.7903814,0.3576688,2.031834,0,1.629,1.508391,0.3860015,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,359.5714,358.5008,1.053689,0,0,0,-0.429,-1.499,1.054,0,0,0,1.878406,teleport,LeftHand,down
Medina,Standup,0,Tutorial,Tutorial,25.13506,-0.7057974,0.7689208,1.299726,-0.8396001,1.169107,0.4785039,-1.065217,0.790332,0.3582045,1.852432,0,1.402753,1.504688,0.4646828,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,359.5714,358.5008,1.053696,0,0,0,-0.429,-1.499,1.054,0,0,0,1.878406,teleport,LeftHand,up
Medina,Standup,0,Tutorial,Tutorial,28.18616,-0.7060474,0.7696611,1.299997,-0.9513785,0.9599375,0.3506971,-1.06511,0.7910235,0.3569374,0.180647,0,-0.2213094,1.47811,1.029477,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,359.5713,358.5009,1.053707,0,0,0,-0.429,-1.499,1.054,0,0,0,1.878406,buzzer,none,pressed
Medina,Standup,1,Speed,Complexity,28.32502,-0.70614,0.769483,1.300168,-0.9499387,0.9612706,0.3481184,-1.0649,0.7912008,0.3570519,0.2503235,1,-0.228,1.478,0.9596765,-0.228,1.478,1.21,0.1124334,0.1124334,0.1124334,8.537734E-07,-1.024528E-05,-7.633327E-14,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,buzzer,none,pressed
Medina,Standup,2,Accuracy,Complexity,28.49222,-0.7059621,0.7696437,1.300164,-0.952167,0.9589581,0.3484678,-1.064918,0.7911574,0.3570552,0.3224504,2,-0.228,1.478,0.8875496,-0.228,1.478,1.21,0.1060693,0.1060693,0.1060693,2.988207E-06,-3.841981E-06,-1.001874E-13,342.1334,357.0179,18.80498,0,0,0,-17.867,-2.982,18.805,25.71429,buzzer,none,pressed
Medina,Standup,3,SpeedShort,Complexity,28.64316,-0.705865,0.76982,1.299789,-0.9541803,0.9574239,0.350866,-1.064798,0.7913744,0.3567233,0.3945777,3,-0.228,1.478,0.8154224,-0.228,1.478,1.21,0.0997051,0.0997051,0.0997051,1.707548E-06,-8.110851E-06,-8.537739E-07,333.8403,353.0194,29.41861,0,0,0,-26.16,-6.981,29.419,38.57142,buzzer,none,pressed
Medina,Standup,4,AccuracyShort,Complexity,28.78936,-0.7059262,0.7693145,1.299796,-0.9542363,0.95695,0.3520311,-1.064997,0.7909727,0.3566327,0.4667047,4,-0.228,1.478,0.7432953,-0.228,1.478,1.21,0.09334094,0.09334094,0.09334094,2.56132E-06,-5.976414E-06,-1.335832E-13,326.438,346.9431,41.56289,0,0,0,-33.562,-13.057,41.563,51.42856,buzzer,none,pressed
Medina,Standup,5,SpeedShort,Complexity,28.90334,-0.7060688,0.7696096,1.299861,-0.9548994,0.9559075,0.3520629,-1.064919,0.7910953,0.3566104,0.5388318,5,-0.228,1.478,0.6711682,-0.228,1.478,1.21,0.08697679,0.08697679,0.08697679,1.707547E-06,-7.257077E-06,-3.415095E-06,320.4255,338.4552,55.74322,0,0,0,-39.575,-21.545,55.743,64.28571,buzzer,none,pressed
