Reagan post R_cZyiLxAQdnFT0hr,Standup,0,Tutorial,Tutorial,4.796676,-0.5822579,1.384508,0.6146497,-0.5950258,0.04349887,0.06170595,-0.8893687,0.1137617,0.4720372,0.1781963,0,-0.228,1.478,1.031804,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,4.268867E-07,-8.537734E-07,1.707547E-06,0,0,0,0,0,0,0,0,0,0,rotationReset,LeftHand,down
Reagan post R_cZyiLxAQdnFT0hr,Standup,0,Tutorial,Tutorial,4.808419,-0.5786589,1.386331,0.6090741,-0.6486536,-0.06915569,-0.0754835,-0.8896841,0.1140357,0.4720406,0.1781963,0,-0.228,1.478,1.031804,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,4.268867E-07,-8.537734E-07,1.707547E-06,0,0,0,0,0,0,0,0,0,0,rotationReset,LeftHand,up
