Medina,Standup,0,Tutorial,Tutorial,3.249982,-0.3774782,1.244667,0.6018841,-0.684,0,0.825,-0.684,0,0.825,0.1781963,0,-0.228,1.478,1.031804,-0.228,1.478,1.21,0.1187976,0.1187976,0.1187976,4.268867E-07,-8.537734E-07,1.707547E-06,0,0,0,0,0,0,0,0,0,0,buzzer,none,pressed
Medina,Standup,1,Speed,Complexity,3.473331,-0.384845,1.243673,0.5791823,-0.684,0,0.825,-0.684,0,0.825,0.2503235,1,-0.228,1.478,0.9596765,-0.228,1.478,1.21,0.1124334,0.1124334,0.1124334,8.537734E-07,-1.024528E-05,-7.633327E-14,350.9471,359.2726,9.168056,0,0,0,-9.053,-0.7270001,9.168,12.85711,buzzer,none,pressed
Medina,Standup,2,Accuracy,Complexity,3.662944,-0.3909054,1.242446,0.5612342,-0.684,0,0.825,-0.684,0,0.825,0.3224504,2,-0.228,1.478,0.8875496,-0.228,1.478,1.21,0.1060693,0.1060693,0.1060693,2.988207E-06,-3.841981E-06,-1.001874E-13,342.1334,357.0179,18.80498,0,0,0,-17.867,-2.982,18.805,25.71429,buzzer,none,pressed
Medina,Standup,3,SpeedShort,Complexity,3.841753,-0.3959345,1.242575,0.5448517,-0.684,0,0.825,-0.684,0,0.825,0.3945777,3,-0.228,1.478,0.8154224,-0.228,1.478,1.21,0.0997051,0.0997051,0.0997051,1.707548E-06,-8.110851E-06,-8.537739E-07,333.8403,353.0194,29.41861,0,0,0,-26.16,-6.981,29.419,38.57142,buzzer,none,pressed
Medina,Standup,4,AccuracyShort,Complexity,3.998195,-0.3989953,1.243761,0.5236522,-0.684,0,0.825,-0.684,0,0.825,0.4667047,4,-0.228,1.478,0.7432953,-0.228,1.478,1.21,0.09334094,0.09334094,0.09334094,2.56132E-06,-5.976414E-06,-1.335832E-13,326.438,346.9431,41.56289,0,0,0,-33.562,-13.057,41.563,51.42856,buzzer,none,pressed
Medina,Standup,5,SpeedShort,Complexity,4.176995,-0.3992728,1.243022,0.5054349,-0.684,0,0.825,-0.684,0,0.825,0.5388318,5,-0.228,1.478,0.6711682,-0.228,1.478,1.21,0.08697679,0.08697679,0.08697679,1.707547E-06,-7.257077E-06,-3.415095E-06,320.4255,338.4552,55.74322,0,0,0,-39.575,-21.545,55.743,64.28571,buzzer,none,pressed
Medina,Standup,6,AccuracyShort,Complexity,4.35563,-0.3929124,1.238823,0.5076534,-0.684,0,0.825,-0.684,0,0.825,0.6109589,6,-0.228,1.478,0.5990411,-0.228,1.478,1.21,0.08061263,0.08061263,0.08061263,-4.695756E-06,-8.537735E-06,-1.195283E-05,316.4191,327.5451,72.11071,0,0,0,-43.581,-32.455,72.111,77.14286,buzzer,none,pressed
Medina,Standup,7,SpeedShort,Complexity,4.523735,-0.3857269,1.236303,0.5150541,-0.684,0,0.825,-0.684,0,0.825,0.6830859,7,-0.228,1.478,0.5269141,-0.228,1.478,1.21,0.07424848,0.07424848,0.07424848,2.134434E-06,-9.391511E-06,2.561321E-06,315,315,90,0,0,0,-45,-45,90.00001,90,buzzer,none,pressed
Medina,Standup,8,AccuracyShort,Complexity,4.702547,-0.3845818,1.238126,0.5156665,-0.684,0,0.825,-0.684,0,0.825,0.7552131,8,-0.228,1.478,0.4547869,-0.228,1.478,1.21,0.06788432,0.06788432,0.06788432,1.237972E-05,-6.830189E-06,-2.561321E-06,316.4191,302.4549,107.8893,0,0,0,-43.581,-57.545,107.889,102.8572,buzzer,none,pressed
Medina,Standup,9,SpeedShort,Complexity,4.88037,-0.3853544,1.238957,0.5204588,-0.684,0,0.825,-0.684,0,0.825,0.8273402,9,-0.228,1.478,0.3826598,-0.228,1.478,1.21,0.06152017,0.06152017,0.06152017,2.988206E-06,-3.84198E-06,8.537731E-07,320.4255,291.5448,124.2568,0,0,0,-39.575,-68.455,124.257,115.7143,buzzer,none,pressed
Medina,Standup,10,AccuracyShort,Complexity,5.081541,-0.3872246,1.240331,0.5294127,-0.684,0,0.825,-0.684,0,0.825,0.8994673,10,-0.228,1.478,0.3105327,-0.228,1.478,1.21,0.05515601,0.05515601,0.05515601,2.561321E-06,-7.257075E-06,8.537734E-07,326.438,283.0569,138.4371,0,0,0,-33.562,-76.943,138.437,128.5714,buzzer,none,pressed
