userName,taskNumber,elapsedTime,headsetX,headsetY,headsetZ,ControllerLeftX,ControllerLeftY,ControllerLeftZ,ControllerRightX,ControllerRightY,ControllerRightZ,distance,taskID,objectName,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,button,side,status,QuaternionAngle
Covey,0,0.02,-0.1456214,1.550475,0.4535816,0,0,1,0.37,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,1.940015,-0.1318703,1.544049,0.491533,-0.3132712,0.6703533,0.5825605,0.05709672,0.6664449,0.6250015,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,2.24141,-0.1507269,1.547386,0.4948049,-0.3291817,0.6697476,0.5829296,0.0426023,0.6602486,0.6316807,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,2.371889,-0.1511506,1.5455,0.5002422,-0.3338394,0.6706022,0.5816145,0.03723043,0.6588342,0.6363838,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,2.491073,-0.1523915,1.53877,0.5090678,-0.3346386,0.6700231,0.5782412,0.02786213,0.6549557,0.6368495,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,2.6037,-0.1568773,1.532418,0.5151359,-0.3351132,0.67162,0.575881,0.02218193,0.6553251,0.6429555,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,2.725481,-0.1642599,1.529113,0.5169241,-0.3357053,0.6724063,0.5690988,0.01793903,0.6536027,0.6490586,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,2.845796,-0.1694767,1.525995,0.5166094,-0.338376,0.6711237,0.5628848,0.0152384,0.6538118,0.6560706,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,3.003842,-0.170092,1.524944,0.5168356,-0.3383345,0.6699008,0.5589508,0.01439852,0.6557994,0.6622074,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,3.122829,-0.1692053,1.524944,0.5175521,-0.3342712,0.669534,0.5607218,0.01704013,0.6554353,0.6641693,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,3.419446,-0.1691182,1.524974,0.5179168,-0.3299582,0.6728672,0.5693786,0.02041036,0.6537331,0.6591345,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,3.614201,-0.1671393,1.525702,0.5152132,-0.3297766,0.670776,0.5667942,0.02096182,0.6543252,0.6572175,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,3.745839,-0.1615034,1.528213,0.5119407,-0.3285544,0.6702584,0.5678147,0.02311313,0.655205,0.6554353,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,3.916365,-0.15772,1.530472,0.5106845,-0.3259127,0.670356,0.5700158,0.02662688,0.6546309,0.6515832,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,4.086176,-0.1515912,1.535066,0.5103509,-0.3220451,0.6683264,0.5717478,0.03111571,0.6553268,0.6470861,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,4.223866,-0.1435535,1.540503,0.5077987,-0.3173636,0.6672939,0.5755737,0.03717911,0.6533836,0.6397074,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,4.36096,-0.1414255,1.543689,0.5054802,-0.314361,0.6672972,0.5829649,0.04381144,0.6521703,0.6374919,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,4.471627,-0.140511,1.544978,0.5053777,-0.3104447,0.6678482,0.5877764,0.04631406,0.6546788,0.6396558,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,4.628585,-0.138921,1.546127,0.5055578,-0.3052745,0.6650549,0.5878286,0.04956329,0.6569681,0.6397254,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,4.751429,-0.1378171,1.547121,0.5048575,-0.3029047,0.6662972,0.5913961,0.05205208,0.6561228,0.6321337,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,4.910744,-0.1364774,1.547926,0.5029066,-0.302003,0.6671356,0.5942109,0.05640328,0.6527658,0.620453,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,5.041667,-0.1356419,1.547485,0.5015237,-0.3021368,0.6676977,0.5957257,0.05911249,0.6520103,0.6133883,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,5.177597,-0.1355058,1.54697,0.5000584,-0.3011227,0.6680061,0.5950313,0.05891138,0.6539991,0.6120929,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,5.318401,-0.1364473,1.547498,0.4973202,-0.300589,0.6686591,0.5936841,0.05811304,0.6552883,0.6100262,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,5.443928,-0.136984,1.546983,0.4937804,-0.3017832,0.670074,0.5936185,0.05720884,0.6555564,0.6076865,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,5.578606,-0.1368609,1.547488,0.4904462,-0.3034182,0.6691431,0.5916939,0.05811125,0.6563207,0.608099,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,5.72209,-0.1361541,1.548014,0.4888707,-0.3028317,0.6690692,0.5912083,0.05775684,0.6571915,0.609552,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,5.845522,-0.1349612,1.548164,0.4903402,-0.3011208,0.6695623,0.5928632,0.05780417,0.6578958,0.6106492,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,5.979297,-0.1349609,1.547636,0.4936038,-0.2985005,0.6687881,0.5919186,0.0582934,0.656445,0.6094831,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,6.117352,-0.1336634,1.546753,0.497673,-0.2987021,0.667694,0.5921365,0.05931956,0.6562327,0.6083515,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,6.252106,-0.1318798,1.546988,0.4996694,-0.2984872,0.6661375,0.5946218,0.06122172,0.6559346,0.6068045,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,6.388973,-0.129634,1.545782,0.5013494,-0.2930945,0.6656463,0.5983942,0.06441557,0.657493,0.6039984,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,6.511306,-0.1290876,1.544409,0.5024433,-0.2879007,0.6675814,0.605074,0.06826603,0.6554247,0.5958313,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,6.634194,-0.1298045,1.544572,0.5026376,-0.2834027,0.6687486,0.607076,0.07062715,0.6536943,0.5881286,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,6.755207,-0.1301833,1.544466,0.5014269,-0.2840962,0.6667728,0.6047093,0.07113582,0.6529216,0.5849447,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,6.874223,-0.130598,1.545234,0.4999149,-0.2843386,0.6722655,0.6107086,0.07129282,0.6583027,0.5913007,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.009815,-0.1311638,1.544955,0.4988809,-0.2721096,0.6864299,0.625084,0.06795675,0.6632925,0.6001885,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.12644,-0.1332612,1.545238,0.4961137,-0.2626802,0.6901778,0.6312689,0.06500733,0.664377,0.6031713,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.236761,-0.1347565,1.545985,0.4940919,-0.2622014,0.6873161,0.6259072,0.06477743,0.6642095,0.6009246,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.36032,-0.1351867,1.546468,0.4934515,-0.276296,0.6756098,0.6119698,0.0706107,0.6622956,0.5939379,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.46728,-0.1354595,1.545906,0.4942752,-0.2896522,0.6719013,0.6075841,0.07571739,0.6617473,0.5875456,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.577063,-0.1358232,1.543974,0.4975632,-0.2905937,0.6826997,0.6198193,0.07919121,0.6630652,0.5849129,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.690656,-0.1346216,1.53805,0.5033845,-0.2801422,0.6851814,0.6276534,0.07828599,0.6623479,0.5839343,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.812877,-0.1306706,1.528553,0.5115569,-0.2687915,0.685043,0.6311592,0.0760541,0.668308,0.5887145,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,7.973468,-0.1261915,1.520669,0.5171145,-0.263005,0.6829304,0.6260893,0.07908207,0.6707928,0.5831404,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,8.091821,-0.1185293,1.512317,0.5219631,-0.2661479,0.678255,0.6248248,0.08400679,0.6673335,0.5706375,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,8.204907,-0.1124134,1.509102,0.52313,-0.2655296,0.675018,0.6251463,0.08975917,0.666217,0.5615325,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,8.331684,-0.102942,1.509261,0.5215337,-0.2611018,0.6709778,0.6261572,0.09496742,0.6673831,0.5543488,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Covey,0,8.448972,-0.09441221,1.509039,0.5182456,-0.2530274,0.6684372,0.6296695,0.09817463,0.6683831,0.5466751,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
