userName,taskNumber,elapsedTime,headsetX,headsetY,headsetZ,ControllerLeftX,ControllerLeftY,ControllerLeftZ,ControllerRightX,ControllerRightY,ControllerRightZ,distance,taskID,objectName,objectXLength,objectYLength,objectZLength,currentObjectRotationX,currentObjectRotationY,currentObjectRotationZ,targetRotationX,targetRotationY,targetRotationZ,button,side,status,QuaternionAngle
Bruce,0,0.02,-0.6795464,1.575882,0.8785288,0,0,1,0.37,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,2.262581,-0.6435879,1.583507,0.9053609,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,2.379934,-0.673547,1.598583,0.9161679,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,2.499721,-0.6742489,1.600132,0.9102764,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,2.622593,-0.672414,1.597231,0.9072619,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,2.736416,-0.6679534,1.594987,0.9077711,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,2.856985,-0.6618857,1.59973,0.9115776,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,2.96914,-0.6561509,1.600709,0.9151116,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,3.08762,-0.6481739,1.596771,0.9181355,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,3.204219,-0.6405512,1.594036,0.9207991,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,3.326165,-0.6337017,1.590554,0.9210509,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,3.472583,-0.632076,1.590323,0.9214001,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,3.607915,-0.6317861,1.591614,0.9208931,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,3.930458,-0.6301434,1.592277,0.9188468,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,4.052118,-0.6172216,1.589449,0.902334,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,4.243361,-0.6149441,1.588401,0.8973805,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,4.40855,-0.613045,1.586554,0.8934464,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,4.520497,-0.6137995,1.584637,0.8923655,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,4.633858,-0.6150956,1.58408,0.893517,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,4.746214,-0.6165493,1.583873,0.8951809,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,4.856035,-0.6191642,1.584371,0.8976969,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.02914,-0.6221361,1.58444,0.9003412,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.147152,-0.6267734,1.584655,0.9058536,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.25838,-0.6291355,1.58433,0.9078116,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.370738,-0.6305258,1.584583,0.9090823,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.481993,-0.6312996,1.584112,0.9099237,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.592703,-0.6320599,1.583638,0.9091769,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.707255,-0.6333373,1.582865,0.9076756,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.819125,-0.6358949,1.582364,0.905951,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,5.942422,-0.6394548,1.583059,0.9047566,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,6.118163,-0.6430761,1.584745,0.9042314,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,6.253195,-0.6466768,1.585398,0.903599,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,6.386247,-0.646796,1.584123,0.9041818,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,6.520775,-0.645985,1.581534,0.9036084,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,6.640925,-0.6459487,1.581956,0.9034251,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,6.755675,-0.6458665,1.581724,0.9036288,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,6.878562,-0.6473663,1.580698,0.9036751,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.055214,-0.6488943,1.580466,0.9034092,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.168817,-0.6502668,1.577558,0.9024798,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.280565,-0.6519785,1.577222,0.9018301,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.391287,-0.653679,1.576851,0.9013944,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.503994,-0.653935,1.575991,0.9009463,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.615501,-0.6509929,1.578799,0.8991691,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.738801,-0.6526537,1.581569,0.8985463,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.849477,-0.6534156,1.575172,0.89774,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,7.998293,-0.6527033,1.568422,0.8967186,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,8.119928,-0.651709,1.579375,0.8982722,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
Bruce,0,8.240861,-0.6536463,1.584299,0.8990489,0,0,1,0,0,1,0.7269744,0,0CuboidTutorial,0.1,0.1,0.1,0,0,0,0,0,0,,,,0
