name,task,elapsedTime,taskStatus,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,distance,key
Leonard,task1,60.19495,,0.3988285,1.727467,0.7144582,0.3802832,0.8577785,0.530712,0.1407119,1.534195,0.6482494,0,
Leonard,task1,61.21209,,0.3103796,1.749408,0.7051502,0.3261389,0.8316689,0.445194,0.07289469,1.116858,0.6953825,0,
Leonard,task1,62.22681,,0.06718515,1.739648,0.802383,-0.1821904,0.8651576,0.5921823,-0.08882487,1.202671,1.031922,0,
Leonard,task1,63.24348,,-0.02929557,1.726525,0.7564902,-0.2647257,0.8474005,0.6122388,0.02676606,1.539625,1.025239,0,
Leonard,task1,64.26163,,0.03948995,1.726952,0.7981353,-0.2231104,0.8423306,0.7069635,0.1002616,1.542236,1.062039,0,
Leonard,task1,65.27868,,0.1669143,1.715395,0.9167767,0.02730823,0.852925,0.5764946,0.06552744,1.555829,1.172786,0,
Leonard,task1,66.29348,,0.2459454,1.70066,1.245133,0.1221397,0.9449773,1.058372,0.010113,1.582782,1.266429,0,
Leonard,task1,67.30962,,0.2436405,1.697214,1.24635,0.1532079,0.9241448,0.9955224,0.03746128,1.574255,1.209203,0,
Leonard,task1,68.33065,,0.2436962,1.69276,1.246358,0.1604346,0.9193166,1.002438,0.04275835,1.585988,1.227745,0,
Leonard,task1,69.34241,,0.2357053,1.689818,1.24445,0.1602274,0.9113415,1.025807,0.02922082,1.577977,1.268173,0,
Leonard,task1,70.35879,,0.2332138,1.691324,1.22906,0.1605983,0.9072449,1.008297,0.04329956,1.588344,1.21282,0,
Leonard,task1,71.38427,,0.2570279,1.699042,1.231144,0.124388,0.9249156,1.035276,0.04833269,1.601638,1.268775,0,
Leonard,task1,72.40342,,0.2563235,1.698536,1.218732,0.1574224,0.9142248,1.000125,0.05371964,1.596895,1.230644,0,
Leonard,task1,73.42671,,0.2530588,1.698169,1.190065,0.115841,1.470441,1.011838,0.04888594,1.589853,1.236269,0,
Leonard,task1,74.45869,,0.2607247,1.67986,1.234774,0.1409857,1.489789,1.079559,0.04833817,1.590804,1.25191,0,
Leonard,task1,75.47357,,0.2607307,1.68216,1.212081,0.138346,1.482038,1.058978,0.04205847,1.590219,1.227833,0,
Leonard,task1,76.4905,,0.2627847,1.686717,1.205688,0.1374606,1.484422,1.05497,0.0464679,1.589874,1.21976,0,
Leonard,task1,77.52989,,0.2761591,1.711519,1.224246,0.114025,1.438757,1.015369,0.04819286,1.588167,1.246636,0,
Leonard,task1,78.54597,,0.2680827,1.709324,1.224261,0.1110417,1.43409,1.015762,0.03776073,1.590734,1.239469,0,
Leonard,task1,79.56237,,0.2694525,1.722963,1.285476,0.0976218,1.142035,1.00802,-0.003165722,1.534542,1.413094,0,
Leonard,task1,80.57843,,0.2789359,1.742784,1.334461,0.2462007,0.9109774,1.029056,-0.01554525,1.620046,1.521416,0,
Leonard,task1,81.62285,,0.2949913,1.748004,1.361365,0.2196769,0.912351,1.050985,0,0,0.67,0,
Leonard,task1,82.63625,,0.290698,1.739387,1.399539,0.2094949,0.9238253,1.070165,0,0,0.67,0,
Leonard,task1,83.65317,,0.2703483,1.743559,1.403291,0.1846024,0.9233136,1.086697,0,0,0.67,0,
Leonard,task1,84.67223,,0.3415451,1.746081,1.2953,0.1942792,0.9563926,1.116073,0.1736444,1.593588,1.254169,0,
Leonard,task1,85.69241,,0.3681777,1.754232,1.391322,0.2957753,0.9247387,1.060334,0.07043707,1.625163,1.589025,0,
Leonard,task1,86.714,,0.2184622,1.73431,1.538391,0.3413786,0.9339741,1.193792,-0.06459916,1.531438,1.500317,0,
Leonard,task1,87.72974,,0.3240565,1.763356,1.203914,0.2512572,0.8851367,1.014306,0.07221401,1.726812,1.308206,0,
Leonard,task1,88.74681,,0.2458418,1.694291,1.196071,0.2064244,0.923219,1.040341,0.06764758,1.594163,1.279557,0,
Leonard,task1,89.76382,,0.2291769,1.686733,1.186676,0.2385975,0.9078127,1.03036,0.1033354,1.575345,1.237515,0,
Leonard,task1,90.77467,,0.2354585,1.70077,1.197951,0.2385532,0.9125208,1.033475,0.1538119,1.576994,1.210592,0,
Leonard,task1,91.78661,,0.3165325,1.698508,1.461425,0.2131251,0.934792,1.23855,0.3140811,1.540954,1.399945,0,
Leonard,task1,92.80234,,0.3049703,1.706175,1.431313,0.244607,0.9366644,1.223487,0.06143248,1.528633,1.517933,0,
Leonard,task1,93.81839,,0.3087859,1.727298,1.443357,0.2325621,0.9369828,1.232078,0.09496021,1.525331,1.462488,0,
Leonard,task1,94.83458,,0.3156971,1.73331,1.381896,0.3328593,0.9255774,1.152526,0.05873525,1.564712,1.230232,0,
Leonard,task1,95.85195,,0.3203835,1.731608,1.354357,0.3103138,0.9196596,1.159327,0.05803919,1.583404,1.258195,0,
Leonard,task1,96.86834,,0.3216978,1.728634,1.339324,0.311638,0.9167747,1.155445,0.04946446,1.578046,1.253175,0,
Leonard,task1,97.88589,,0.3274111,1.728589,1.332355,0.3132434,0.9157405,1.150761,0.05572426,1.574681,1.248207,0,
Leonard,task1,98.90478,,0.3269065,1.725775,1.333076,0.3152982,0.915266,1.150288,0.05200374,1.569892,1.250122,0,
Leonard,task1,99.92838,,0.2707425,1.71903,1.274302,0.256934,0.9023353,1.102437,0.06763446,1.573044,1.266268,0,
Leonard,task1,100.9458,,0.2152507,1.654401,1.163806,0.08098197,1.342397,1.074864,0.1214246,1.579848,1.269524,0,
Leonard,task1,101.9654,,0.2249697,1.659221,1.179309,0.08359969,1.389123,1.080853,0.1163621,1.574272,1.249867,0,
Leonard,task1,102.9796,,0.2426744,1.679698,1.194976,0.07778203,1.305188,1.048159,0.1219953,1.571962,1.251145,0,
Leonard,task1,103.9984,,0.2301906,1.716757,1.389086,0.4013987,0.9077578,1.179606,0.08694625,1.531385,1.318267,0,
Leonard,task1,105.0113,,0.2175719,1.68803,1.363258,0.2651619,0.9461511,1.212492,0.03193951,1.616972,1.30507,0,
Leonard,task1,106.045,,0.2166078,1.685128,1.345894,0.2654295,0.9449326,1.206022,0.03318214,1.608055,1.280221,0,
Leonard,task1,107.0567,,0.2172097,1.685553,1.3455,0.2606819,0.9459,1.207632,0.03706825,1.590209,1.288387,0,
Leonard,task1,108.0747,,0.2236827,1.678832,1.33075,0.2623218,0.9439418,1.206084,0.05278456,1.584157,1.28826,0,
Leonard,task1,109.0872,,0.2105484,1.659045,1.270254,0.1554985,1.27164,1.079198,0.05819261,1.580261,1.289521,0,
Leonard,task1,110.1049,,0.2260233,1.648204,1.231148,0.1544557,1.424394,1.071769,0.06566393,1.578969,1.290719,0,
Leonard,task1,111.1206,,0.2206059,1.644267,1.224399,0.1493073,1.421442,1.072753,0.06209517,1.581366,1.287085,0,
Leonard,task1,112.1383,,0.2179465,1.643994,1.222146,0.1474148,1.422142,1.072222,0.05754423,1.579306,1.288988,0,
Leonard,task1,113.1551,,0.2201297,1.640055,1.196558,0.1427113,1.424722,1.073659,0.06361604,1.578241,1.290902,0,
Leonard,task1,114.1719,,0.221014,1.641539,1.194231,0.138519,1.425862,1.077578,0.06244445,1.578325,1.293647,0,
Leonard,task1,115.1852,,0.2077543,1.682725,1.26995,0.1345202,1.355037,1.080326,-0.03121662,1.400673,1.373761,0,
Leonard,task1,116.202,,0.2982308,1.731982,1.487425,0.2246969,1.32382,0.9545548,0.3011467,1.423583,1.228396,0,
Leonard,task1,117.2218,,0.3629089,1.744042,1.289595,0.07641912,1.204817,0.9413038,0.288234,1.365656,1.080367,0,
Leonard,task1,118.2345,,0.3773278,1.741577,1.226212,0.1470586,1.449203,0.9433112,0.2071829,0.9002935,1.322923,0,
Leonard,task1,119.251,,0.4012988,1.736171,1.191442,0.1838552,1.596284,1.019493,0.244188,0.8842278,1.346942,0,
Leonard,task1,120.273,,0.4010914,1.718301,1.305458,0.1737738,1.558592,1.136117,0.3211318,0.8556978,1.399212,0,
Leonard,task1,121.2842,,0.4222922,1.730833,1.258918,0.1937206,1.631923,1.14646,0.3669213,0.8490621,1.413407,0,
Leonard,task1,122.3376,,0.4158393,1.750052,1.126166,0.151193,1.707822,0.9822807,0.3302814,0.849439,1.325718,0,
Leonard,task1,123.3506,,0.4030101,1.74737,1.147674,0.07485914,1.570047,0.9227691,0.3240687,0.8485607,1.338736,0,
Leonard,task1,124.3605,,0.3719466,1.720764,1.135399,0.2337955,1.591843,1.087878,0.322196,0.8580762,1.337726,0,
Leonard,task1,125.3734,,0.3862724,1.725145,1.141716,0.185344,1.565472,1.041272,0.2928914,0.8523175,1.328313,0,
Leonard,task1,126.3974,,0.4777626,1.741494,1.238621,0.1476629,1.523225,1.009857,0.4008622,0.8215396,1.446856,0,
Leonard,task1,127.4161,,0.4865046,1.730196,1.268108,0.1627892,1.529299,1.196563,0.3302547,0.8896331,1.427847,0,
Leonard,task1,128.4321,,0.5059695,1.724176,1.363286,0.1356313,1.598322,1.216407,0.3843378,0.835951,1.474892,0,
Leonard,task1,129.4487,,0.5021034,1.728989,1.357547,0.1325282,1.570631,1.192885,0.4196543,0.8169507,1.501765,0,
Leonard,task1,130.4649,,0.5189173,1.744323,1.355949,0.2202864,1.585529,1.23096,0.4221554,0.8172147,1.495875,0,
Leonard,task1,131.4816,,0.5115376,1.728342,1.347588,0.165365,1.600331,1.222453,0.4231881,0.8151617,1.495304,0,
Leonard,task1,132.4979,,0.511523,1.727185,1.345942,0.1681501,1.59787,1.218147,0.4217387,0.8152298,1.493667,0,
Leonard,task1,133.515,,0.5133735,1.735855,1.337952,0.1602457,1.596129,1.220398,0.4246212,0.8156627,1.494915,0,
Leonard,task1,134.5317,,0.5059979,1.732507,1.342919,0.2929105,1.647078,1.16626,0.4257584,0.8139184,1.501047,0,
Leonard,task1,135.5471,,0.5369881,1.726579,1.326006,0.1928689,1.556843,0.9654474,0.4230687,0.8050617,1.500112,0,
Leonard,task1,136.5639,,0.5512705,1.732284,1.355682,0.131303,1.546658,0.9068328,0.4328589,0.7968974,1.495644,0,
Leonard,task1,137.5805,,0.5357069,1.735551,1.322926,0.2460139,1.662951,1.056718,0.4197235,0.80769,1.486306,0,
Leonard,task1,138.597,,0.5283988,1.731481,1.333456,0.2636061,1.659347,1.071386,0.4153222,0.804637,1.486519,0,
Leonard,task1,139.6134,,0.5391365,1.729515,1.329599,0.2509975,1.658506,1.071795,0.4204654,0.8047509,1.488455,0,
Leonard,task1,140.6308,,0.5631137,1.739856,1.305143,0.2164911,1.645562,1.055459,0.4193451,0.8071469,1.48815,0,
Leonard,task1,141.6482,,0.5595192,1.739775,1.309402,0.2184328,1.645029,1.064194,0.4198381,0.8073993,1.490288,0,
Leonard,task1,142.6621,,0.5495097,1.740137,1.300165,0.2373041,1.638201,1.077578,0.4236352,0.8067341,1.489308,0,
Leonard,task1,143.6789,,0.5391861,1.735555,1.305896,0.2163467,1.615042,1.07058,0.4226465,0.8033581,1.493674,0,
Leonard,task1,144.6968,,0.5383846,1.735539,1.307306,0.2124026,1.609119,1.078369,0.424731,0.8028762,1.496217,0,
Leonard,task1,145.7132,,0.541387,1.735995,1.304645,0.2124764,1.599205,1.072307,0.4288231,0.8042625,1.4958,0,
Leonard,task1,146.7291,,0.5388134,1.736968,1.296664,0.2117698,1.595346,1.077451,0.4411428,0.8045849,1.486028,0,
Leonard,task1,147.7455,,0.5526476,1.747073,1.367583,0.1880873,1.571142,1.381734,0.4772637,0.8089057,1.520008,0,
Leonard,task1,148.765,,0.4988386,1.753407,1.293537,0.4495701,0.8677071,1.011058,0.4746622,0.8103426,1.468583,0,
Leonard,task1,149.782,,0.5037969,1.748008,1.276548,0.5136657,0.8717372,0.9958494,0.07906282,1.613793,1.24629,0,
Leonard,task1,150.798,,0.4805177,1.748641,1.257263,0.4271322,0.9009255,1.031037,0.2067664,0.9210734,1.471627,0,
Leonard,task1,151.8147,,0.4996412,1.754242,1.212656,0.4837232,0.8932383,1.013678,0.3584238,0.830411,1.492237,0,
Leonard,task1,152.8297,,0.4811763,1.752095,1.238815,0.4917887,0.8781632,0.9916127,0.2687197,0.9725639,1.308156,0,
Leonard,task1,153.8469,,0.5500391,1.793472,1.331823,0.4087818,0.8612623,1.063784,0.1898053,1.127605,1.538717,0,
Leonard,task1,154.8621,,0.5428024,1.792153,1.304958,0.3805386,0.8675117,1.055501,0.009562492,1.380289,1.716573,0,
Leonard,task1,155.8805,,0.5593061,1.809205,1.291045,0.4416324,0.864134,1.033445,0.050089,1.097268,1.620477,0,
Leonard,task1,156.8962,,0.5674265,1.800895,1.335775,0.4398026,0.8802697,1.070345,0.2622074,1.98457,1.389547,0,
Leonard,task1,157.9137,,0.5214112,1.730926,1.417074,0.3094167,0.8939268,1.183209,0.1690766,1.23065,1.886139,0,
Leonard,task1,158.9263,,0.5037752,1.72336,1.143065,0.1085783,1.517103,0.6737893,0.5030084,1.677041,1.787987,0,
Leonard,task1,159.9433,,0.6253337,1.784691,1.049996,0.2973207,1.269684,0.9937302,0.1480768,1.383531,0.908765,0,
Leonard,task1,160.96,,0.5571342,1.799795,1.103433,0.2629349,1.101811,1.023419,0.3149134,0.9064365,1.248478,0,
Leonard,task1,161.9769,,0.5116126,1.802315,1.044322,0.3288684,1.029191,0.9715531,0.3997061,1.011935,1.260174,0,
Leonard,task1,162.9955,,0.5037412,1.781743,1.001061,0.3441149,0.9083669,0.9036119,0.2114033,1.864696,0.9732765,0,
Leonard,task1,164.0188,,0.4469584,1.743902,0.9623436,0.3870229,0.8600858,0.8057709,0.1086893,1.434003,0.9353387,0,
Leonard,task1,165.0345,,0.4528069,1.729273,0.9616481,0.4064815,0.8580564,0.8011568,0.1172718,1.557527,0.9208602,0,
Leonard,task1,166.0509,,0.4698761,1.733587,0.9659441,0.4219758,0.8592269,0.8094462,0.1084024,1.445784,0.956766,0,
Leonard,task1,167.0796,,0.500036,1.733231,1.239087,0.2116394,1.191417,0.6396605,0.601547,1.008801,1.825741,0,
Leonard,task1,168.1367,,0.7058713,1.792,0.9863536,0.3921071,1.177822,0.6795506,0.299807,1.926662,0.9623451,0,
Leonard,task1,169.1468,,0.563561,1.76816,0.9501364,0.3137543,0.9576527,0.8099585,0.3710977,0.865261,1.208084,0,
Leonard,task1,170.1929,,0.6190168,1.782835,0.89301,0.5565341,0.8389593,0.7220922,0.3195437,1.184822,0.6689563,0,
Leonard,task1,171.2033,,0.6147133,1.750096,0.9589174,0.4361776,0.8768544,0.7843216,0.4156045,1.652551,0.9822241,0,
Leonard,task1,172.2329,,0.6018659,1.739048,0.936444,0.4622887,0.8691607,0.7862892,0.3394111,1.755046,0.9997481,0,
Leonard,task1,173.2451,,0.5812695,1.72536,0.9291656,0.2010918,1.368579,0.8923603,0.280864,1.726106,1.015149,0,
Leonard,task1,174.2728,,0.6009426,1.738955,0.9399546,0.2515031,1.241473,0.9215164,0.2822299,1.677156,1.017161,0,
Leonard,task1,175.3374,,0.5955471,1.742473,0.9337572,0.2867379,1.194461,0.8955709,0.221097,1.521098,1.036173,0,
Leonard,task1,176.3511,,0.5995836,1.752565,0.9509941,0.2076032,1.547395,0.9124604,0.3004177,1.490817,1.208426,0,
Leonard,task1,177.3701,,0.6381454,1.802048,0.9629052,0.1288209,1.440936,0.9070621,0.3001207,1.451799,1.129686,0,
Leonard,task1,178.404,,0.6353462,1.755412,1.018396,0.3732697,1.099757,0.7195265,0.126959,1.806839,0.9716306,0,
Leonard,task1,179.4316,,0.6200702,1.793189,1.205343,0.2473114,1.017194,0.8841631,0.3960685,1.183378,1.179209,0,
Leonard,task1,180.4524,,0.7251104,1.801233,1.136625,0.3244358,0.9569207,0.8670565,0.3331882,1.206657,1.199943,0,
Leonard,task1,181.4779,,0.7419474,1.79195,1.110492,0.3353306,0.9460834,0.8740274,0.4675267,1.955235,1.263026,0,
Leonard,task1,182.4964,,0.6407813,1.7857,1.09013,0.3568126,0.933418,0.926953,0.3527849,1.395971,1.097586,0,
Leonard,task1,183.5355,,0.5718047,1.779173,1.16237,0.1748768,1.179738,1.00289,0.4146509,0.8905886,1.335081,0,
Leonard,task1,184.5633,,0.676398,1.835838,1.106257,0.4202867,0.9211431,0.9724085,0.4561865,0.8750621,1.333189,0,
Leonard,task1,185.6091,,0.6891474,1.828891,1.11899,0.4107972,0.9055596,1.016042,0.4671679,0.8659779,1.3107,0,
Leonard,task1,186.6322,,0.6852992,1.823239,1.131948,0.2087528,1.141727,0.5897977,0.2989452,1.163214,1.760892,0,
Leonard,task1,187.6437,,0.7429115,1.809154,1.112123,0.4964561,2.023776,0.8716908,0.4892433,2.059209,1.440943,0,
Leonard,task1,188.6595,,0.7721594,1.805736,1.099144,0.4860812,1.967652,1.017675,0.3862082,1.95882,1.289764,0,
Leonard,task1,189.6755,,0.5282078,1.776421,1.157539,0.4699263,0.9507014,0.9429744,0.4215958,0.8812743,1.31637,0,
Leonard,task1,190.7133,,0.4271104,1.778344,1.079744,0.2262781,0.9986522,0.964149,0.4255663,0.8393303,1.356199,0,
Leonard,task1,191.7441,,0.3541484,1.739074,1.011248,0.2516375,0.8780622,0.8697535,0.3381177,0.8474491,1.299659,0,
Leonard,task1,192.7583,,0.2881585,1.735122,0.959162,-0.2207445,1.39777,1.075926,0.3668782,0.8434242,1.254009,0,
Leonard,task1,193.7788,,0.01405064,1.732901,0.9242095,-0.3853372,1.531555,0.9968932,0.2223313,0.8585585,1.211461,0,
Leonard,task1,194.7933,,-0.04006497,1.71909,0.8890669,-0.1035362,0.839498,0.6972375,-0.2985481,1.678436,1.049315,0,
Leonard,task1,195.8228,,0.01117575,1.734134,0.9498329,-0.1155015,0.8725244,0.9246321,-0.2447269,1.326627,1.182728,0,
Leonard,task1,196.8371,,0.09707831,1.739609,0.9376272,-0.07643294,0.8656936,0.865347,-0.3266499,1.419057,1.105205,0,
Leonard,task1,197.8546,,0.4688314,1.721198,1.050651,0.2597853,0.9746653,1.088391,0,0,0.67,0,
Leonard,task1,198.8703,,0.4786612,1.717836,1.079901,0.3319266,1.03374,1.263163,0,0,0.67,0,
Leonard,task1,199.8926,,0.490126,1.711797,1.093702,0.05514562,1.370855,1.141387,0,0,0.67,0,
Leonard,task1,200.9123,,0.5225853,1.740304,1.075804,0.1633446,1.654373,1.043216,0,0,0.67,0,
Leonard,task1,201.9543,,0.5263643,1.72418,1.066969,0.1641275,1.655173,1.005606,0,0,0.67,0,
Leonard,task1,202.969,,0.3986811,1.745059,0.9902629,0.0548476,1.607284,0.9217591,0,0,0.67,0,
Leonard,task1,203.9933,,0.3442357,1.733177,0.817075,-0.00978899,1.492967,0.7230986,0,0,0.67,0,
Leonard,task1,205.0191,,0.3404098,1.7315,0.8190218,0.02919209,1.596334,0.6861242,0,0,0.67,0,
Leonard,task1,206.1001,,0.5307608,1.751394,1.088719,0.14257,1.653695,1.090443,0.2767736,1.506713,1.407268,0,
Leonard,task1,207.1244,,0.5380819,1.739902,1.060854,0.3270513,1.02948,0.8446165,0.2914277,1.097018,1.220257,0,
Leonard,task1,208.1391,,0.5339688,1.736329,1.037109,0.466135,0.8865652,0.8073522,0.3429961,0.9996392,1.024765,0,
Leonard,task1,209.1578,,0.4047444,1.720705,0.7136006,-0.03641379,1.527257,0.3647306,0.3817921,0.8974124,1.073856,0,
Leonard,task1,210.1828,,0.3999867,1.79486,0.7151037,0.01797187,1.128466,0.3771094,0.1882232,1.030887,0.8763036,0,
Leonard,task1,211.2171,,0.6594507,1.78536,1.034677,0.4107536,0.933946,0.5730384,0.3643866,1.635124,0.8704332,0,
Leonard,task1,212.2346,,0.6401368,1.801073,0.986807,0.2918214,0.9367064,0.5992361,0.3091991,1.655101,0.9159755,0,
Leonard,task1,213.2854,,0.2849693,1.685666,0.8134781,0.1495632,0.8917096,0.4920529,0.3841848,0.7954826,1.130935,0,
Leonard,task1,214.3042,,0.1646145,1.278401,0.6993167,-0.001053691,0.5775565,0.2279885,0.2630758,0.5602161,0.8948218,0,
Leonard,task1,215.3389,,0.2675941,1.23764,0.5946144,0.3945605,0.5168273,0.3667047,0.2868227,0.7655928,0.5162859,0,
Leonard,task1,216.3539,,0.443002,1.549858,0.7961996,0.4551581,1.071772,0.2941051,0.3726822,1.000044,0.832551,0,
Leonard,task1,217.369,,0.3869663,1.641683,0.8466245,0.1751865,0.8907517,0.701341,0.2527711,1.070565,0.8616835,0,
Leonard,task1,218.4075,,0.4165667,1.66089,0.8747571,0.1951581,1.004448,0.5723892,0.178701,1.262204,0.8746029,0,
Leonard,task1,219.4483,,0.4686602,1.752535,0.9526126,0.1296965,1.02926,0.7518926,0.2222295,1.152374,0.9540352,0,
Leonard,task1,220.4698,,0.5700507,1.811664,0.979404,0.4393594,0.8557264,0.682173,0.3212352,0.82374,1.025335,0,
Leonard,task1,221.4919,,0.5774049,1.809818,0.9986647,0.3099201,1.893819,0.8579072,0.3772755,0.7739918,1.189042,0,
Leonard,task1,222.5186,,0.583994,1.81055,0.9797225,0.005376458,1.43245,0.7877033,0,0,0.67,0,
Leonard,task1,223.5963,,0.6839343,1.784906,0.9559205,0.2293345,0.9474058,0.7535943,0.4024539,1.836905,1.039595,0,
Leonard,task1,224.6282,,0.4968251,1.767542,0.9781433,0.2778361,0.9101838,0.7765837,0.1530339,1.300701,0.9509819,0,
Leonard,task1,225.6498,,0.3192487,1.735615,0.9098067,0.201493,0.8642175,0.8320233,0.2966012,0.842026,1.143724,0,
Leonard,task1,226.6723,,-0.0627832,1.702821,0.769004,0.1886737,0.8305934,0.5654734,-0.5059558,1.411915,0.9405723,0,
Leonard,task1,227.6979,,-0.3042243,1.710881,0.8487712,-0.008412838,0.9049255,0.5854607,-0.749926,1.485924,0.8288537,0,
Leonard,task1,228.7612,,-0.2824442,1.711627,0.8547385,0.02168357,0.9065441,0.5715958,-0.7856954,1.423925,0.8436042,0,
Leonard,task1,229.8066,,-0.38036,1.689878,0.8606909,-0.07398176,0.9165223,0.5709283,-0.9155546,1.34372,0.8693806,0,
Leonard,task1,230.8498,,-0.3727207,1.690029,0.850522,-0.09221029,0.909629,0.5774925,-0.8603152,1.48191,0.8916637,0,
Leonard,task1,231.8856,,-0.3746697,1.688404,0.8532525,-0.08684134,0.9114386,0.57614,-0.9412292,1.350699,0.8799305,0,
Leonard,task1,232.9339,,-0.3516749,1.692537,0.8676821,-0.07530081,0.9085659,0.5928833,-0.8605644,1.363716,0.8759278,0,
Leonard,task1,233.9645,,-0.3028625,1.714168,0.8833115,-0.1064149,0.883286,0.5954762,-0.7842366,1.486244,0.8773029,0,
Leonard,task1,235.0159,,-0.04159802,1.736606,0.7846234,-0.2193629,0.8188587,0.6138737,-0.1169865,0.9844292,0.9548062,0,
Leonard,task1,236.0383,,0.165636,1.737908,1.020928,-0.02669752,0.8844075,0.9555748,0.05987465,0.9262953,1.234763,0,
Leonard,task1,237.0787,,0.2050574,1.737824,0.9316955,0.173919,0.8719436,0.7232148,0.05192327,0.8274106,1.117788,0,
Leonard,task1,238.1166,,-0.06735972,1.72203,0.853632,-0.7479528,1.424508,0.8556832,0.1352373,0.8044897,1.142229,0,
Leonard,task1,239.1539,,-0.3077478,1.724788,0.7949148,-0.8959082,1.45733,0.8606482,-0.03737366,0.8653494,1.04658,0,
Leonard,task1,240.1899,,-0.2865285,1.718364,0.7757936,0,0,0.67,-0.0590198,0.8602149,1.038552,0,
Leonard,task1,241.2087,,-0.267056,1.731673,0.7749635,0,0,0.67,-0.05288219,0.8510407,1.029732,0,
Leonard,task1,242.2282,,-0.0452761,1.739244,0.8687435,0,0,0.67,0.04565203,0.8354158,1.113658,0,
Leonard,task1,243.2605,,0.1714895,1.750495,0.8537312,-0.1983525,1.574356,0.7239094,-0.1937418,1.512269,0.8643615,0,
Leonard,task1,244.2807,,0.2552324,1.725394,0.7300699,-0.03954291,1.426729,0.1854247,-0.02262104,1.479059,0.6669104,0,
Leonard,task1,245.3135,,0.261471,1.708997,0.7559482,-0.05848312,1.46339,0.232002,0.02924526,1.495149,0.7311168,0,
Leonard,task1,246.3282,,0.2328385,1.686396,0.7645822,-0.01829815,1.507693,0.4203813,0.03990066,1.502503,0.6910741,0,
Leonard,task1,247.3416,,0.2150331,1.681687,0.776994,-0.03803051,1.528102,0.5397207,0.008680224,1.522341,0.673051,0,
Leonard,task1,248.3813,,0.2069612,1.67475,0.7825038,-0.02623951,1.515772,0.4868898,-0.004459143,1.504246,0.7451203,0,
Leonard,task1,249.3968,,0.2078331,1.682612,0.8647408,-0.0847913,1.523962,0.5516337,0.01835394,1.5138,0.8438016,0,
Leonard,task1,250.4124,,0.2479946,1.769531,1.103773,0.2219385,0.8419644,0.8012312,0.5325528,0.8202047,1.346198,0,
Leonard,task1,251.4296,,0.2441746,1.761655,1.073981,0.1258278,0.8604293,0.8642175,0.3849545,0.7927871,1.301764,0,
Leonard,task1,252.4487,,0.2500887,1.757257,1.080669,0.1213831,0.8612925,0.9256294,0.2783417,1.194624,1.509457,0,
Leonard,task1,253.4631,,0.2225716,1.735664,1.066424,0.1095419,0.8704042,0.9340934,0.505541,1.737032,1.125208,0,
Leonard,task1,254.4794,,0.3029999,1.765396,1.135118,0.108061,0.8421413,1.001321,0.1647886,1.171364,1.448089,0,
Leonard,task1,255.4982,,0.2661633,1.681915,1.314543,0.05522394,0.9258842,1.421157,0.4545602,0.8085238,1.37051,0,
Leonard,task1,256.5116,,0.1160585,1.642442,1.440637,0.04125023,0.8590612,1.234951,0.07999134,0.8614345,1.488302,0,
Leonard,task1,257.5292,,0.2143916,1.646274,1.60384,0.1582475,0.8651291,1.388176,0.248203,0.7701051,1.744176,0,
Leonard,task1,258.5444,,0.2202984,1.649991,1.612309,0.1656218,0.8764779,1.414416,0.08558261,0.9253039,1.569174,0,
Leonard,task1,259.5611,,0.2148504,1.64437,1.630497,0.04219282,1.09126,1.498533,0.08846939,1.111648,1.688491,0,
Leonard,task1,260.5773,,0.2205367,1.639404,1.626345,0.2363827,0.8491087,1.330554,0.357813,0.7904611,1.792296,0,
Leonard,task1,261.5936,,0.1267709,1.586264,1.630384,0.198426,0.8531953,1.389956,0.1056854,0.9318343,1.453134,0,
Leonard,task1,262.6115,,0.2447643,1.728028,1.546269,0.2184942,0.8866847,1.386946,0.134845,1.338482,1.411298,0,
Leonard,task1,263.6269,,0.3316984,1.730984,1.283243,0.03292024,1.427723,1.035174,0.07216299,1.593124,1.340816,0,
Leonard,task1,264.6444,,0.3404645,1.718688,1.188507,0.05941045,1.521737,1.076368,0.04359877,1.561582,1.298476,0,
Leonard,task1,265.66,,0.3540753,1.722595,1.185234,0.03034914,1.485131,1.030149,0.007550359,1.513754,1.281975,0,
Leonard,task1,266.676,,0.3568675,1.72797,1.196466,-0.00707376,1.270929,1.081095,0.08443844,1.427262,1.228589,0,
Leonard,task1,267.6949,,0.3761884,1.745355,1.307975,0.1739774,0.8427436,1.106954,0.1070564,0.9898238,1.484794,0,
Leonard,task1,268.7121,,0.3427078,1.743581,1.203777,0.3898439,0.7686862,1.028989,0.08441317,1.205321,1.361387,0,
Leonard,task1,269.7263,,0.3696489,1.73034,1.127494,0.5555659,0.7168605,0.9877013,0.1906722,0.8338399,1.430998,0,
Leonard,task1,270.7438,,0.3560271,1.725442,1.132325,0.4081142,0.6879284,1.013271,0.1808856,0.8357314,1.385132,0,
Leonard,task1,271.7588,,0.3045211,1.759812,1.351206,0.05418825,0.7636014,1.218395,0.3143008,0.8354709,1.582346,0,
Leonard,task1,272.7771,,0.1155778,1.690588,1.295927,0.2204304,0.6729859,1.201546,0.08598888,0.8537794,1.513825,0,
Leonard,task1,273.7955,,0.1486737,1.662086,1.096541,0.2834526,0.7166864,1.054242,-0.2931489,1.534455,1.278314,0,
